source,scenario,model,seed,test_segment,horizon,nrmse,selected_alpha
nonlinear_simulator,ar1_phi030,triangular,1,4,1,0.9891147739106066,1.0
nonlinear_simulator,ar1_phi030,triangular,1,5,1,0.9332556742699766,1.0
nonlinear_simulator,ar1_phi030,triangular,1,6,1,0.96651100300902,1.0
nonlinear_simulator,ar1_phi030,triangular,1,7,1,0.9330068812473323,1.0
nonlinear_simulator,ar1_phi030,triangular,1,8,1,0.9684037908935533,1.0
nonlinear_simulator,ar1_phi030,triangular,1,9,1,0.9491299095318265,1.0
nonlinear_simulator,ar1_phi030,triangular,1,10,1,0.9524761905733089,1.0
nonlinear_simulator,ar1_phi030,triangular,1,11,1,0.9396078702387483,1.0
nonlinear_simulator,ar1_phi030,triangular,1,0,2,0.9934092225928958,100.0
nonlinear_simulator,ar1_phi030,triangular,1,1,2,0.9935952413258802,100.0
nonlinear_simulator,ar1_phi030,triangular,1,2,2,0.9937835669835842,100.0
nonlinear_simulator,ar1_phi030,triangular,1,3,2,0.9969788348158418,100.0
nonlinear_simulator,ar1_phi030,triangular,1,4,2,0.999892010455913,100.0
nonlinear_simulator,ar1_phi030,triangular,1,5,2,0.9977472957833179,100.0
nonlinear_simulator,ar1_phi030,triangular,1,6,2,0.9987700323931826,100.0
nonlinear_simulator,ar1_phi030,triangular,1,7,2,0.9929338851618047,100.0
nonlinear_simulator,ar1_phi030,triangular,1,8,2,1.003873608297553,100.0
nonlinear_simulator,ar1_phi030,triangular,1,9,2,0.9935152266521968,100.0
nonlinear_simulator,ar1_phi030,triangular,1,10,2,0.9918392400024513,100.0
nonlinear_simulator,ar1_phi030,triangular,1,11,2,0.9949329814526038,100.0
nonlinear_simulator,ar1_phi030,triangular,1,0,4,1.0016693614111796,100.0
nonlinear_simulator,ar1_phi030,triangular,1,1,4,1.001438971680143,100.0
nonlinear_simulator,ar1_phi030,triangular,1,2,4,1.0006660712579547,100.0
nonlinear_simulator,ar1_phi030,triangular,1,3,4,1.0011595598382623,100.0
nonlinear_simulator,ar1_phi030,triangular,1,4,4,1.000188287882858,100.0
nonlinear_simulator,ar1_phi030,triangular,1,5,4,1.0003766715399947,100.0
nonlinear_simulator,ar1_phi030,triangular,1,6,4,1.0012503625130724,100.0
nonlinear_simulator,ar1_phi030,triangular,1,7,4,1.0016759121518455,100.0
