set,model,horizon,shots,mean_nrmse,median_nrmse_inflation,mean_nrmse_inflation,paired_segment_ci95_low,paired_segment_ci95_high,median_relative_nrmse_inflation,mean_relative_nrmse_inflation,p90_relative_nrmse_inflation,useful_horizon,criterion,exact_useful_horizon,useful_horizon_change_from_exact,median,p90,principal_signs_preserved,stratum_pass,stratum_pass_fraction_within_shot,principal_sign_fraction_definition
F,QRC_K0,32,100,1.1323174094989186,0.0111389810027807,0.0232962830959549,0.00915390063844,0.0422876097239451,0.0099654455303767,0.0199415764624542,0.0619281014115376,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0226961508382297,0.0868709931195496,True,True,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,32,300,1.1290260189446488,0.0111275521031817,0.020004892541685,0.0080170897263427,0.0345935993219621,0.010523531236856,0.0173218553898846,0.0454074873665959,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0205388376081952,0.076106623751129,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,32,1000,1.1272016099572613,0.0114986545655822,0.0181804835542975,0.0087845775240748,0.0291886767838466,0.0105354970045334,0.0159218948569681,0.0425053242864389,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0186934934993833,0.0670575593996509,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,32,3000,1.1245050015892248,0.0100524063579941,0.0154838751862609,0.0082508346999688,0.0242389547102897,0.0094354735960349,0.0136466046334022,0.0373222238859598,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.0162968997333144,0.0605005864316137,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,32,10000,1.121690911481,0.0083179325028855,0.0126697850780364,0.006477263818131,0.0204928010227405,0.0075864756392948,0.0111325062346038,0.0278968734897981,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.012895616679248,0.0532485404636311,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,64,100,1.115229653341672,0.0165208309206111,0.0309456615101302,0.0129315513233543,0.0523713046691631,0.0161634018551622,0.0267055911236055,0.0799091859835934,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0223750580456962,0.0979607871671742,True,True,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,64,300,1.1097218545283811,0.0150138527797449,0.0254378626968397,0.0124697637565475,0.0417343208446926,0.0143502083172869,0.0221269649199085,0.0584804664512849,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0191619920311457,0.0751966600203403,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,64,1000,1.1048236389772172,0.0121180181624946,0.0205396471456756,0.0110268554484926,0.0314927156596007,0.011177897202526,0.0179745334477337,0.048651118237808,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0167465903765133,0.0581481706661419,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,64,3000,1.0996251044218557,0.0102386978910955,0.0153411125903137,0.0090940136771462,0.0227747975397053,0.0094207589055807,0.0135511460757033,0.0355489854243226,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.0137077382228353,0.0460240487297594,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,64,10000,1.096519601538879,0.0082938405100402,0.0122356097073374,0.0072812472226373,0.018040158423627,0.0076940245777091,0.0108839894327991,0.0299598605761943,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.0106045583634217,0.0375219471677307,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,128,100,1.0959898023155137,0.0042327754057102,0.0089124942961692,0.0041482414405675,0.0145660395610813,0.0039400672683857,0.0075432266686169,0.0236346504687878,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0084848192234442,0.0442260813975231,True,True,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,128,300,1.090965097970745,0.0018980268027911,0.0038877899514004,0.0020320181601424,0.0060962485485453,0.0017723328810817,0.0033189462073868,0.0109729879786933,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0050127157396975,0.027987634313163,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,128,1000,1.0883921005338233,0.0006414167323392,0.001314792514479,0.0006022845339696,0.0021779224600603,0.0006052060819839,0.0010929878307582,0.0043022212121455,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0024618397787117,0.0211308722395412,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,128,3000,1.0872318259810354,0.0001061238905303,0.0001545179616911,-0.0001230058965749,0.0004316956653954,0.0001006848645955,0.0001820954271916,0.0021461954743637,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.0010579970436872,0.0155618273765038,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,QRC_K0,128,10000,1.08727606133912,0.0001112564139463,0.0001987533197757,9.63101068799586e-05,0.0003497262157931,0.000106403326758,0.0001695168834861,0.0009289292664341,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.0003112778809552,0.0078904266764272,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,1,100,0.7403382571809038,0.4401648176327761,0.5039136263381961,0.4097971228172736,0.6094905024114938,2.6007930637619765,2.515675511515833,4.199868784426377,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,2.320082509441844,3.947008252201334,True,False,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,1,300,0.6092240159405784,0.3164285518434583,0.3727993850978707,0.2960041694107169,0.4562736247520803,1.9527007671541143,1.8687765640523348,3.176980481950701,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,1.636012010574666,3.0428897957383088,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,1,1000,0.5014489110470302,0.2252616191897986,0.2650242802043224,0.2016787750230349,0.3353879953293292,1.455159653233184,1.343595005576986,2.427864737774995,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,1.1327763678630285,2.2652770348574025,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,1,3000,0.4349694112623734,0.166154974561777,0.1985447804196657,0.1472467841171352,0.2566743733776893,1.0755207420576005,1.0226534431540852,1.9569193561066327,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.8402646617130815,1.8027328999791128,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,1,10000,0.385883327827061,0.1265441683728105,0.1494586969843533,0.1097531668419452,0.1940056806134906,0.7551331225805548,0.775020049635594,1.535824662506894,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.6362231407206409,1.3929446327781931,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,2,100,0.8017448597970244,0.370165855254906,0.4359847277529625,0.3528561880270341,0.5324694157543514,1.3113776128479566,1.3318229641432762,2.2309231212442704,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,1.2356403022673037,2.123568183361215,True,False,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,2,300,0.6869264958162169,0.2706538563867519,0.321166363772155,0.2518300325132562,0.3972323437644591,1.0277665863590515,0.9842859055347092,1.695397315067108,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.8761739781457794,1.627280518994637,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,2,1000,0.5916599301434917,0.1890683917198557,0.2258997980994298,0.1721672742372864,0.2855618451237442,0.7089372879577951,0.6975626522197567,1.263219009955655,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.5953532453986446,1.196401755417023,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,2,3000,0.5331826233711505,0.1372151372584069,0.1674224913270887,0.122031862587348,0.2157226483542002,0.5364089893550452,0.5247122160349121,0.9719455615021388,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.445402458027088,0.918365295441795,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,2,10000,0.4882815020182274,0.0983807644045169,0.1225213699741655,0.0851699550372481,0.1629692663615119,0.3935240834651917,0.3860979169413588,0.753200786011814,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.3111330658880167,0.6905205073633014,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,4,100,0.9248196535129692,0.2290539028888538,0.2872571970724271,0.2193736918945955,0.3618703551210173,0.4853800275828231,0.4833686881628177,0.8860411104724359,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.4501674337545155,0.8673433867799754,True,False,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,4,300,0.8476823905876086,0.1649937737390383,0.2101199341470666,0.1545910082726612,0.2656054203169692,0.3396729257122205,0.3549251084462351,0.6804640782290583,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.3198554169327106,0.6685927531840633,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,4,1000,0.7827391745148132,0.1179511045807791,0.1451767180742712,0.1031537622264001,0.1894071939894801,0.2264995616652749,0.2467038744982305,0.4988130238382139,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.2150863582978319,0.4861063361220277,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,4,3000,0.7437308217034063,0.0908312898003284,0.1061683652628643,0.0719712934662451,0.1411374640408222,0.1756407528701308,0.1827493806406532,0.3823013118737646,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.1541153215404966,0.3566173946833954,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,4,10000,0.7129885573907264,0.0634239248536211,0.0754261009501844,0.0505409681976504,0.1008935502537569,0.1208223977984447,0.1305348585621676,0.2794833737095299,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.1061527480312946,0.257287441968583,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,8,100,1.0749519378233343,0.117992003088715,0.1471279540939444,0.1081693328534647,0.1868183889034181,0.1357462605481538,0.1590785898743451,0.2961849313662665,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.1271789551305066,0.2863730535807404,True,False,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,8,300,1.0479118137307957,0.1054871387973568,0.1200878300014055,0.0893980664439299,0.1502358866700854,0.113003583221882,0.1291792744017682,0.237579766584064,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.1027650762859464,0.2342608976666073,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,8,1000,1.0177675253091885,0.0871787081639523,0.0899435415797985,0.0673369810501306,0.112530579228316,0.090450628031088,0.0965796860333543,0.1817539554458994,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0781244939398997,0.1783165159102718,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,8,3000,1.00010688862238,0.0716970757184629,0.0722829048929899,0.0543593993171147,0.0890102282434849,0.0735160754049671,0.0776921245612941,0.1455390858526023,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.059261759707953,0.1358981590022588,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,8,10000,0.9809947773545712,0.0500153841158728,0.0531707936251811,0.0418872554037392,0.0647314000734224,0.0538764939985768,0.0572731411377187,0.1035589664096138,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.0424492283706414,0.1014477317201304,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,16,100,1.1071829925954706,0.0480705749831032,0.0525393744597866,0.0365151893220979,0.0687793736802743,0.0456869192191713,0.0501757708702055,0.1058375109538549,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0429423252336231,0.1019573869815445,True,False,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,16,300,1.1000402386455896,0.0403415735770921,0.0453966205099057,0.0310388407639484,0.0596484134614192,0.039740172065114,0.0433781988874449,0.0966428515024449,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0370957518153967,0.0916217754894227,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,16,1000,1.091817832423089,0.0342865758249426,0.0371742142874052,0.0241719334074964,0.049748039591607,0.0342364121777927,0.0357791007774751,0.0865610003868533,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0306354834209097,0.0808596984636878,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,16,3000,1.086670128290134,0.0304911562563123,0.0320265101544506,0.020589073019166,0.0429345238403345,0.0304831033198345,0.0310538911977325,0.0765857568570605,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0249202023217549,0.0710466899929148,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,16,10000,1.0814397669854692,0.026831701153435,0.0267961488497853,0.017782539142603,0.0352366952234797,0.0266045197403507,0.0262423268778016,0.0654944800649917,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.0214784521976474,0.059333978566861,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,32,100,1.1178074615373468,0.0303362079750066,0.0485131410846842,0.0260583795069403,0.0826137667565903,0.0293562165383092,0.0446966290333403,0.1163919218825755,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0226961508382297,0.0868709931195496,True,True,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,32,300,1.1116794776581935,0.0284830526896854,0.042385157205531,0.0238818966633609,0.0667517570062382,0.0279289762580048,0.039290359805574,0.0919393663314294,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0205388376081952,0.076106623751129,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,32,1000,1.1055889105628385,0.0245910198501487,0.0362945901101758,0.0200060716580392,0.0584106744977931,0.0235829904740271,0.0337645080051159,0.0756164229629218,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0186934934993833,0.0670575593996509,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,32,3000,1.1016435712510348,0.0237010228234714,0.0323492507983725,0.0178725460337739,0.0497067258239672,0.0220594610398053,0.0301899804290721,0.0721250877213572,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0162968997333144,0.0605005864316137,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,32,10000,1.094513236702476,0.0176809599511168,0.0252189162498136,0.0139365884034128,0.0387793890094611,0.0165038407758944,0.0237021223737857,0.0643419195451609,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.012895616679248,0.0532485404636311,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,64,100,1.0976823738207957,0.0267713001400432,0.0464850449132925,0.0249280181880366,0.0740337231401695,0.0260771343341578,0.0428676932413075,0.1059380938151268,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0223750580456962,0.0979607871671742,True,True,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,64,300,1.0893516060977706,0.0238868124512883,0.0381542771902675,0.0208306106157608,0.0604189688497759,0.022364403405908,0.0352502276484331,0.0897462185316377,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0191619920311457,0.0751966600203403,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,64,1000,1.081581755502932,0.0200836403613427,0.0303844265954288,0.0180501776972525,0.0458150635996862,0.0191645873216223,0.0281045801593391,0.059398580003474,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0167465903765133,0.0581481706661419,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,64,3000,1.0754549441410557,0.0180977153540778,0.0242576152335524,0.0157273448551999,0.035145527181145,0.0172057626178372,0.0224887632860659,0.0502504841550257,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0137077382228353,0.0460240487297594,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,64,10000,1.0692475080726538,0.0126572918270551,0.0180501791651506,0.0118325390835685,0.0255080401425029,0.0121629161865961,0.0167624599839706,0.0401167573918547,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.0106045583634217,0.0375219471677307,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,128,100,1.0805603707298432,0.0090247539051777,0.01994605120599,0.0093853426247476,0.033188166671026,0.0085955260738432,0.0178183499830796,0.0551683022669442,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0084848192234442,0.0442260813975231,True,True,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,128,300,1.0734838459216751,0.0061183112159002,0.0128695263978217,0.0062170960991726,0.0214367508033641,0.0058527631483004,0.0114586306490061,0.0297884660004746,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0050127157396975,0.027987634313163,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,128,1000,1.069208468815384,0.003415482893682,0.0085941492915306,0.0039347382193389,0.0139253341729363,0.0032611055781606,0.0076447256858984,0.0208796046172468,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0024618397787117,0.0211308722395412,True,True,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,128,3000,1.0657187308389031,0.0015220670636264,0.00510441131505,0.0025685514742927,0.0079707641688546,0.0014898061838987,0.0045868839351191,0.0148896190875819,,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,,0.0010579970436872,0.0155618273765038,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
F,single_kernel,128,10000,1.0616486345824898,0.0003676495005666,0.0010343150586365,0.0005891033919615,0.0015756410986633,0.000346906095528,0.0009486778205888,0.0052436125572033,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,8.0,0.0,0.0003112778809552,0.0078904266764272,True,True,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,1,100,0.6188368223197667,0.3172335820229773,0.376625166443295,0.3095536015502185,0.4652896890251151,1.5467180596406465,1.673096966786055,2.9803722270109128,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,2.008026206686574,4.450816574856069,True,False,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,1,300,0.5011949312536689,0.2144979972905621,0.2589832753771973,0.2073468928228193,0.3257126386505246,0.9973602568566724,1.1409076264585882,2.106102732428331,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,1.3829222207560354,3.2479251495059014,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,1,1000,0.4074521853613123,0.1434952297964427,0.1652405294848407,0.135496257537916,0.205941088461002,0.6238650420518074,0.721814351398436,1.3075301350433508,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,0.9002405739325916,2.3362041449888737,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,1,3000,0.357507189737116,0.1045766111427104,0.1152955338606444,0.0944828167223111,0.1417872640902444,0.4332524101061353,0.4994946464719245,0.84385448626289,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0,0.6339271018888032,1.6649068720637294,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,1,10000,0.3212174357122329,0.0739726695235584,0.0790057798357613,0.0634442875342384,0.0963195389971855,0.2967178931101564,0.3378935969244967,0.5873365594944709,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0,0.4185357684991594,1.163767229639276,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,2,100,0.7630199765648673,0.2623652265757292,0.3024161462713761,0.2506119670419881,0.3699704329553112,0.6693722392066881,0.7068248813025837,1.161265371140655,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,0.9086166826085984,1.8510072556216737,True,False,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,2,300,0.6812147853514584,0.1936202691676031,0.2206109550579672,0.18242302793475,0.2680096177690881,0.4586030148134018,0.5095610020277659,0.8323575130934062,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,0.670388927924368,1.433973881823796,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,2,1000,0.6138904963167698,0.1372681885997705,0.1532866660232786,0.1292847208637072,0.1812732706905626,0.3213543544563719,0.3510141817585643,0.5506027896333942,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,0.4681124218261266,1.0809253949088369,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,2,3000,0.578323999678317,0.1046481819631014,0.1177201693848258,0.0995982441149955,0.1385875706593577,0.2474823827545367,0.2691790071979723,0.4359099478273125,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0,0.3371393533198084,0.8093309641093115,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,2,10000,0.5497752810024068,0.0779914925024559,0.0891714507089156,0.0732203124541028,0.1086297544139243,0.1779689675622687,0.2033414876477569,0.3481830028397585,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0,0.2374432180447874,0.607497962425669,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,4,100,0.95704468605515,0.1403339702742915,0.132598326505108,0.0916159571168809,0.1685423071658326,0.1704633941293374,0.180018153320268,0.3408830788110209,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,0.2381737511067161,0.4738416236499425,True,False,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,4,300,0.934257800585876,0.1125439134510339,0.1098114410358341,0.0753737977508517,0.1388251028379807,0.1388170544724265,0.1496870113216826,0.2871692899287473,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,0.2023491964889994,0.4078118956504196,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,4,1000,0.919979874895137,0.1041915611610079,0.095533515345095,0.0652762693891967,0.1238912188597994,0.119744434631771,0.130856954852454,0.2541941859747166,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,0.1721816050122092,0.3682535217159144,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,4,3000,0.9149029707728068,0.0950831907892777,0.0904566112227647,0.0610677139250647,0.1177032217667158,0.1158276676939082,0.1245576425441537,0.237729588610063,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0,0.1361517419693771,0.3279685907667425,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,4,10000,0.903402880944009,0.0694499060294667,0.0789565213939669,0.0539151462349145,0.1023012169564874,0.0861047746624166,0.1069907136056539,0.1995042387900712,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0,0.1005294128177727,0.2704897261440199,True,False,0.5833333333333334,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,8,100,1.000310696751801,0.0442271296625414,0.0601489523192735,0.0352740586522367,0.0868418177867558,0.04635723989472,0.0675067988743676,0.1578683432120765,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,0.0426603181758902,0.1578967124529056,True,False,0.5,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
S,AB_noaux,8,300,0.9928740957369872,0.0431355018024493,0.0527123513044596,0.0308383943452112,0.0774659804069817,0.0449266773463082,0.05947743826602,0.1445753976872167,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0,0.039027457645704,0.1465605104673489,True,False,0.5416666666666666,F/Z kernel-vs-K0 and kernel-vs-AB only; S reported as null
