model,set,horizon,channel_seed,segment_id,nrmse_new,nrmse_reference,abs_nrmse_difference
single_kernel,Z,1,1,Z072,0.24366592002671666,0.2436659200267166,5.551115123125783e-17
single_kernel,Z,1,1,Z073,0.2817468551373927,0.2817468551373927,0.0
single_kernel,Z,1,1,Z075,0.20590737026916156,0.2059073702691615,5.551115123125783e-17
single_kernel,Z,1,1,Z077,0.22224651460903488,0.2222465146090348,8.326672684688674e-17
single_kernel,Z,1,1,Z080,0.29965769477619814,0.2996576947761981,5.551115123125783e-17
single_kernel,Z,1,1,Z082,0.2927044084351961,0.2927044084351961,0.0
single_kernel,Z,1,1,Z083,0.2533324397075894,0.2533324397075894,0.0
single_kernel,Z,2,1,Z005,0.4842649742392998,0.4842649742392998,0.0
single_kernel,Z,2,1,Z007,0.5142685383422073,0.5142685383422073,0.0
single_kernel,Z,2,1,Z009,0.46050783375028587,0.4605078337502858,5.551115123125783e-17
single_kernel,Z,2,1,Z011,0.4742409646986105,0.4742409646986105,0.0
single_kernel,Z,2,1,Z013,0.432069281591549,0.432069281591549,0.0
single_kernel,Z,2,1,Z019,0.4328234276559166,0.4328234276559166,0.0
single_kernel,Z,2,1,Z028,0.43899013239501217,0.4389901323950121,5.551115123125783e-17
single_kernel,Z,2,1,Z030,0.8613237605970677,0.8613237605970677,0.0
single_kernel,Z,2,1,Z034,0.6607053060668717,0.6607053060668717,0.0
single_kernel,Z,2,1,Z035,0.33102515305049673,0.3310251530504967,5.551115123125783e-17
single_kernel,Z,2,1,Z037,0.4393954625466711,0.4393954625466711,0.0
single_kernel,Z,2,1,Z067,0.41868923388351503,0.418689233883515,5.551115123125783e-17
single_kernel,Z,2,1,Z068,0.48918256215269834,0.4891825621526983,5.551115123125783e-17
single_kernel,Z,2,1,Z072,0.5230245232793104,0.5230245232793104,0.0
single_kernel,Z,2,1,Z073,0.5266286363076317,0.5266286363076317,0.0
single_kernel,Z,2,1,Z075,0.4371159629538947,0.4371159629538947,0.0
single_kernel,Z,2,1,Z077,0.45214855166182716,0.4521485516618271,5.551115123125783e-17
single_kernel,Z,2,1,Z080,0.5586029593266145,0.5586029593266145,0.0
single_kernel,Z,2,1,Z082,0.5637477445605438,0.5637477445605438,0.0
single_kernel,Z,2,1,Z083,0.4853691935853945,0.4853691935853945,0.0
single_kernel,Z,4,1,Z005,0.8219664519040486,0.8219664519040486,0.0
single_kernel,Z,4,1,Z007,0.9159633219483961,0.915963321948396,1.1102230246251565e-16
single_kernel,Z,4,1,Z009,0.7764783460494656,0.7764783460494656,0.0
single_kernel,Z,4,1,Z011,0.8216030057301502,0.8216030057301502,0.0
single_kernel,Z,4,1,Z013,0.8076606897016345,0.8076606897016345,0.0
single_kernel,Z,4,1,Z019,0.7944782425115191,0.7944782425115191,0.0
single_kernel,Z,4,1,Z028,0.7987374608481198,0.7987374608481198,0.0
single_kernel,Z,4,1,Z030,1.11073264364223,1.11073264364223,0.0
single_kernel,Z,4,1,Z034,0.9645159843127384,0.9645159843127384,0.0
single_kernel,Z,4,1,Z035,0.6339370401741348,0.6339370401741348,0.0
single_kernel,Z,4,1,Z037,0.804551835547408,0.804551835547408,0.0
single_kernel,Z,4,1,Z067,0.7717494037237799,0.7717494037237799,0.0
single_kernel,Z,4,1,Z068,0.845334380989602,0.845334380989602,0.0
single_kernel,Z,4,1,Z072,0.9246811314790873,0.9246811314790871,1.1102230246251565e-16
single_kernel,Z,4,1,Z073,0.8931344135743384,0.8931344135743384,0.0
single_kernel,Z,4,1,Z075,0.8063633313582156,0.8063633313582156,0.0
single_kernel,Z,4,1,Z077,0.8268321750556045,0.8268321750556045,0.0
single_kernel,Z,4,1,Z080,0.9212371564928524,0.9212371564928524,0.0
single_kernel,Z,4,1,Z082,0.9342565409717452,0.9342565409717452,0.0
single_kernel,Z,4,1,Z083,0.8550723536706765,0.8550723536706765,0.0
single_kernel,Z,8,1,Z005,0.916614494155274,0.916614494155274,0.0
single_kernel,Z,8,1,Z007,0.9946874808988406,0.9946874808988406,0.0
single_kernel,Z,8,1,Z009,0.9381786986900353,0.9381786986900352,1.1102230246251565e-16
single_kernel,Z,8,1,Z011,1.0172467963024139,1.017246796302414,2.220446049250313e-16
single_kernel,Z,8,1,Z013,1.0256445422817515,1.0256445422817515,0.0
single_kernel,Z,8,1,Z019,0.9943820806543082,0.9943820806543082,0.0
single_kernel,Z,8,1,Z028,0.9720676068137156,0.9720676068137156,0.0
single_kernel,Z,8,1,Z030,0.9936938081755324,0.9936938081755324,0.0
single_kernel,Z,8,1,Z034,0.9793746469601141,0.979374646960114,1.1102230246251565e-16
single_kernel,Z,8,1,Z035,0.7709629453811544,0.7709629453811544,0.0
single_kernel,Z,8,1,Z037,0.9164634131356936,0.9164634131356936,0.0
single_kernel,Z,8,1,Z067,0.9111803804270732,0.9111803804270732,0.0
single_kernel,Z,8,1,Z068,0.9393504961998257,0.9393504961998256,1.1102230246251565e-16
single_kernel,Z,8,1,Z072,0.9715098069420649,0.9715098069420648,1.1102230246251565e-16
single_kernel,Z,8,1,Z073,1.0217098351416436,1.0217098351416436,0.0
single_kernel,Z,8,1,Z075,0.9384223553622458,0.9384223553622458,0.0
single_kernel,Z,8,1,Z077,0.9497371807066065,0.9497371807066064,1.1102230246251565e-16
single_kernel,Z,8,1,Z080,1.0190673215517965,1.0190673215517965,0.0
single_kernel,Z,8,1,Z082,0.9934722436723366,0.9934722436723366,0.0
single_kernel,Z,8,1,Z083,0.9892007408678535,0.9892007408678536,1.1102230246251565e-16
single_kernel,Z,1,2,Z005,0.26558391687156413,0.2655839168715641,5.551115123125783e-17
single_kernel,Z,1,2,Z007,0.2512989604706531,0.2512989604706531,0.0
single_kernel,Z,1,2,Z009,0.2526800971226834,0.2526800971226834,0.0
single_kernel,Z,1,2,Z011,0.25002980866920804,0.250029808669208,5.551115123125783e-17
single_kernel,Z,1,2,Z013,0.22011818382104775,0.2201181838210477,5.551115123125783e-17
single_kernel,Z,1,2,Z019,0.22221755535099375,0.2222175553509937,5.551115123125783e-17
single_kernel,Z,1,2,Z028,0.22851556996892305,0.228515569968923,5.551115123125783e-17
single_kernel,Z,1,2,Z030,0.5912395326452222,0.5912395326452222,0.0
single_kernel,Z,1,2,Z034,0.40655286687477776,0.4065528668747777,5.551115123125783e-17
single_kernel,Z,1,2,Z035,0.16369649369720501,0.163696493697205,2.7755575615628914e-17
single_kernel,Z,1,2,Z037,0.22057409172455217,0.2205740917245521,5.551115123125783e-17
single_kernel,Z,1,2,Z067,0.21777852361328248,0.2177785236132824,8.326672684688674e-17
single_kernel,Z,1,2,Z068,0.2522019488266319,0.2522019488266319,0.0
single_kernel,Z,1,2,Z072,0.24617309772894272,0.2461730977289427,2.7755575615628914e-17
single_kernel,Z,1,2,Z073,0.282414354847554,0.282414354847554,0.0
single_kernel,Z,1,2,Z075,0.20719633798023343,0.2071963379802334,2.7755575615628914e-17
single_kernel,Z,1,2,Z077,0.22318604651647078,0.2231860465164707,8.326672684688674e-17
single_kernel,Z,1,2,Z080,0.29897079012620104,0.298970790126201,5.551115123125783e-17
single_kernel,Z,1,2,Z082,0.2974031552898787,0.2974031552898787,0.0
single_kernel,Z,1,2,Z083,0.2543845433628329,0.2543845433628329,0.0
single_kernel,Z,2,2,Z005,0.4840069762803963,0.4840069762803963,0.0
single_kernel,Z,2,2,Z007,0.5188779939687892,0.5188779939687892,0.0
single_kernel,Z,2,2,Z009,0.46579320319756534,0.4657932031975653,5.551115123125783e-17
single_kernel,Z,2,2,Z011,0.47451140586553786,0.4745114058655378,5.551115123125783e-17
single_kernel,Z,2,2,Z013,0.4402070656787605,0.4402070656787605,0.0
single_kernel,Z,2,2,Z019,0.4410494301489868,0.4410494301489868,0.0
single_kernel,Z,2,2,Z028,0.43604561068105846,0.4360456106810584,5.551115123125783e-17
single_kernel,Z,2,2,Z030,0.8809874427447878,0.8809874427447878,0.0
single_kernel,Z,2,2,Z034,0.6650903271942075,0.6650903271942075,0.0
single_kernel,Z,2,2,Z035,0.3397526035858051,0.3397526035858051,0.0
single_kernel,Z,2,2,Z037,0.4391226783360695,0.4391226783360695,0.0
single_kernel,Z,2,2,Z067,0.423521280151806,0.423521280151806,0.0
single_kernel,Z,2,2,Z068,0.4860870155942805,0.4860870155942805,0.0
single_kernel,Z,2,2,Z072,0.5258979481547836,0.5258979481547836,0.0
single_kernel,Z,2,2,Z073,0.5210842319714086,0.5210842319714086,0.0
single_kernel,Z,2,2,Z075,0.43653488974969307,0.436534889749693,5.551115123125783e-17
single_kernel,Z,2,2,Z077,0.45419876058803305,0.454198760588033,5.551115123125783e-17
single_kernel,Z,2,2,Z080,0.5558081906374046,0.5558081906374046,0.0
single_kernel,Z,2,2,Z082,0.5707078349301016,0.5707078349301016,0.0
single_kernel,Z,2,2,Z083,0.4787487431756124,0.4787487431756124,0.0
single_kernel,Z,4,2,Z005,0.8175198126021513,0.8175198126021513,0.0
single_kernel,Z,4,2,Z007,0.9182477554348653,0.9182477554348653,0.0
single_kernel,Z,4,2,Z009,0.7822568635805021,0.7822568635805021,0.0
single_kernel,Z,4,2,Z011,0.8239326690948733,0.8239326690948733,0.0
single_kernel,Z,4,2,Z013,0.813445327676539,0.813445327676539,0.0
single_kernel,Z,4,2,Z019,0.801856718520038,0.801856718520038,0.0
single_kernel,Z,4,2,Z028,0.7799004227096934,0.7799004227096934,0.0
single_kernel,Z,4,2,Z030,1.133893860877664,1.133893860877664,0.0
single_kernel,Z,4,2,Z034,0.9616204981388807,0.9616204981388808,1.1102230246251565e-16
single_kernel,Z,4,2,Z035,0.6456731486134905,0.6456731486134905,0.0
single_kernel,Z,4,2,Z037,0.8030165441419175,0.8030165441419175,0.0
single_kernel,Z,4,2,Z067,0.7767681067798403,0.7767681067798403,0.0
single_kernel,Z,4,2,Z068,0.8401115352947883,0.8401115352947883,0.0
single_kernel,Z,4,2,Z072,0.9249211297203467,0.9249211297203468,1.1102230246251565e-16
single_kernel,Z,4,2,Z073,0.8765929549704838,0.8765929549704838,0.0
single_kernel,Z,4,2,Z075,0.8032157863097917,0.8032157863097917,0.0
single_kernel,Z,4,2,Z077,0.8314386026818409,0.8314386026818409,0.0
single_kernel,Z,4,2,Z080,0.9071789185532574,0.9071789185532574,0.0
single_kernel,Z,4,2,Z082,0.9368910883724731,0.9368910883724731,0.0
single_kernel,Z,4,2,Z083,0.8307279331404034,0.8307279331404034,0.0
single_kernel,Z,8,2,Z005,0.9231164557883311,0.9231164557883312,1.1102230246251565e-16
single_kernel,Z,8,2,Z007,0.995687159232768,0.995687159232768,0.0
single_kernel,Z,8,2,Z009,0.935734452749351,0.935734452749351,0.0
single_kernel,Z,8,2,Z011,1.0178971635423064,1.0178971635423064,0.0
single_kernel,Z,8,2,Z013,1.0151043822806864,1.0151043822806864,0.0
single_kernel,Z,8,2,Z019,0.9891519490890063,0.9891519490890064,1.1102230246251565e-16
single_kernel,Z,8,2,Z028,0.9486661573411327,0.9486661573411328,1.1102230246251565e-16
single_kernel,Z,8,2,Z030,0.997505563476924,0.997505563476924,0.0
single_kernel,Z,8,2,Z034,0.969699048020311,0.969699048020311,0.0
single_kernel,Z,8,2,Z035,0.7822895842036734,0.7822895842036734,0.0
single_kernel,Z,8,2,Z037,0.9155126835169836,0.9155126835169836,0.0
single_kernel,Z,8,2,Z067,0.9154393660397147,0.9154393660397148,1.1102230246251565e-16
single_kernel,Z,8,2,Z068,0.9378391538772962,0.9378391538772962,0.0
single_kernel,Z,8,2,Z072,0.9740351017930388,0.9740351017930388,0.0
single_kernel,Z,8,2,Z073,1.0071253932923159,1.007125393292316,2.220446049250313e-16
single_kernel,Z,8,2,Z075,0.9391779308602779,0.939177930860278,1.1102230246251565e-16
single_kernel,Z,8,2,Z077,0.9531586636110759,0.953158663611076,1.1102230246251565e-16
single_kernel,Z,8,2,Z080,1.0113199003362845,1.0113199003362845,0.0
single_kernel,Z,8,2,Z082,0.994347745263888,0.994347745263888,0.0
single_kernel,Z,8,2,Z083,0.9606510990370658,0.9606510990370658,0.0
single_kernel,Z,1,3,Z005,0.26739310919617365,0.2673931091961736,5.551115123125783e-17
single_kernel,Z,1,3,Z007,0.2546937292959217,0.2546937292959217,0.0
single_kernel,Z,1,3,Z009,0.25140059189301167,0.2514005918930116,5.551115123125783e-17
single_kernel,Z,1,3,Z011,0.2494317185615924,0.2494317185615924,0.0
single_kernel,Z,1,3,Z013,0.2179083318009128,0.2179083318009128,0.0
single_kernel,Z,1,3,Z019,0.2179083997846771,0.2179083997846771,0.0
single_kernel,Z,1,3,Z028,0.22880286952190776,0.2288028695219077,5.551115123125783e-17
single_kernel,Z,1,3,Z030,0.5893812656212106,0.5893812656212106,0.0
single_kernel,Z,1,3,Z034,0.40144235641395537,0.4014423564139553,5.551115123125783e-17
single_kernel,Z,1,3,Z035,0.1631362442245471,0.1631362442245471,0.0
single_kernel,Z,1,3,Z037,0.2245200594679164,0.2245200594679164,0.0
single_kernel,Z,1,3,Z067,0.21900947909000065,0.2190094790900006,5.551115123125783e-17
single_kernel,Z,1,3,Z068,0.25576714789386923,0.2557671478938692,5.551115123125783e-17
single_kernel,Z,1,3,Z072,0.2491431663360154,0.2491431663360154,0.0
single_kernel,Z,1,3,Z073,0.28704543410423655,0.2870454341042365,5.551115123125783e-17
single_kernel,Z,1,3,Z075,0.20712596658802437,0.2071259665880243,8.326672684688674e-17
single_kernel,Z,1,3,Z077,0.2276852843628327,0.2276852843628327,0.0
single_kernel,Z,1,3,Z080,0.3091297010243743,0.3091297010243743,0.0
single_kernel,Z,1,3,Z082,0.2996980355232804,0.2996980355232804,0.0
single_kernel,Z,1,3,Z083,0.25269850143037054,0.2526985014303705,5.551115123125783e-17
single_kernel,Z,2,3,Z005,0.4886152371997234,0.4886152371997234,0.0
single_kernel,Z,2,3,Z007,0.5176079260693257,0.5176079260693257,0.0
single_kernel,Z,2,3,Z009,0.4628152165960518,0.4628152165960518,0.0
single_kernel,Z,2,3,Z011,0.47440157140203154,0.4744015714020315,5.551115123125783e-17
single_kernel,Z,2,3,Z013,0.4381290080492004,0.4381290080492004,0.0
single_kernel,Z,2,3,Z019,0.43525756968326634,0.4352575696832663,5.551115123125783e-17
single_kernel,Z,2,3,Z028,0.44117879197462584,0.4411787919746258,5.551115123125783e-17
single_kernel,Z,2,3,Z030,0.8573822015321314,0.8573822015321314,0.0
single_kernel,Z,2,3,Z034,0.6644240163567041,0.6644240163567041,0.0
single_kernel,Z,2,3,Z035,0.3390535874644256,0.3390535874644256,0.0
single_kernel,Z,2,3,Z037,0.4460628656498482,0.4460628656498482,0.0
single_kernel,Z,2,3,Z067,0.42452187822657356,0.4245218782265735,5.551115123125783e-17
single_kernel,Z,2,3,Z068,0.4904906486304677,0.4904906486304677,0.0
single_kernel,Z,2,3,Z072,0.5270497986773592,0.5270497986773592,0.0
single_kernel,Z,2,3,Z073,0.534120681903228,0.534120681903228,0.0
single_kernel,Z,2,3,Z075,0.43902242969153416,0.4390224296915341,5.551115123125783e-17
single_kernel,Z,2,3,Z077,0.45912511368359366,0.4591251136835936,5.551115123125783e-17
single_kernel,Z,2,3,Z080,0.5762240776388233,0.5762240776388233,0.0
single_kernel,Z,2,3,Z082,0.5715281321388518,0.5715281321388518,0.0
single_kernel,Z,2,3,Z083,0.4808496311653583,0.4808496311653583,0.0
single_kernel,Z,4,3,Z005,0.8269115414393735,0.8269115414393735,0.0
single_kernel,Z,4,3,Z007,0.9135519675193239,0.913551967519324,1.1102230246251565e-16
single_kernel,Z,4,3,Z009,0.7776973144082953,0.7776973144082953,0.0
single_kernel,Z,4,3,Z011,0.8226109034618737,0.8226109034618737,0.0
single_kernel,Z,4,3,Z013,0.8101355935836877,0.8101355935836877,0.0
single_kernel,Z,4,3,Z019,0.7941903636039348,0.7941903636039348,0.0
single_kernel,Z,4,3,Z028,0.7877566361391863,0.7877566361391863,0.0
single_kernel,Z,4,3,Z030,1.0795644680834062,1.0795644680834062,0.0
single_kernel,Z,4,3,Z034,0.9710652075853552,0.9710652075853552,0.0
single_kernel,Z,4,3,Z035,0.6485065781346946,0.6485065781346946,0.0
single_kernel,Z,4,3,Z037,0.812483471549331,0.812483471549331,0.0
single_kernel,Z,4,3,Z067,0.7770080382292253,0.7770080382292253,0.0
single_kernel,Z,4,3,Z068,0.8425071257425057,0.8425071257425057,0.0
single_kernel,Z,4,3,Z072,0.923766547524857,0.923766547524857,0.0
single_kernel,Z,4,3,Z073,0.9011852013650931,0.9011852013650932,1.1102230246251565e-16
single_kernel,Z,4,3,Z075,0.8084626449077479,0.8084626449077479,0.0
single_kernel,Z,4,3,Z077,0.8355847183678314,0.8355847183678314,0.0
single_kernel,Z,4,3,Z080,0.9481847248506877,0.9481847248506876,1.1102230246251565e-16
single_kernel,Z,4,3,Z082,0.9362368297094129,0.9362368297094128,1.1102230246251565e-16
single_kernel,Z,4,3,Z083,0.8379232805019087,0.8379232805019087,0.0
single_kernel,Z,8,3,Z005,0.9197477946479663,0.9197477946479664,1.1102230246251565e-16
single_kernel,Z,8,3,Z007,0.9927481733717755,0.9927481733717756,1.1102230246251565e-16
single_kernel,Z,8,3,Z009,0.9380324425550732,0.9380324425550732,0.0
single_kernel,Z,8,3,Z011,1.0173061537939831,1.0173061537939831,0.0
single_kernel,Z,8,3,Z013,1.0134604989858467,1.013460498985847,2.220446049250313e-16
single_kernel,Z,8,3,Z019,0.9917815291801267,0.9917815291801269,1.1102230246251565e-16
single_kernel,Z,8,3,Z028,0.9430802192830652,0.9430802192830652,0.0
single_kernel,Z,8,3,Z030,0.9765527206837757,0.9765527206837756,1.1102230246251565e-16
single_kernel,Z,8,3,Z034,0.9784581226999567,0.9784581226999568,1.1102230246251565e-16
single_kernel,Z,8,3,Z035,0.7884421090160356,0.7884421090160356,0.0
single_kernel,Z,8,3,Z037,0.917306342637664,0.917306342637664,0.0
single_kernel,Z,8,3,Z067,0.9134034529164422,0.9134034529164422,0.0
single_kernel,Z,8,3,Z068,0.9383158716895281,0.938315871689528,1.1102230246251565e-16
single_kernel,Z,8,3,Z072,0.9729263889112976,0.9729263889112976,0.0
single_kernel,Z,8,3,Z073,1.0257430735314716,1.0257430735314716,0.0
single_kernel,Z,8,3,Z075,0.934078147718846,0.934078147718846,0.0
single_kernel,Z,8,3,Z077,0.954813987566152,0.954813987566152,0.0
single_kernel,Z,8,3,Z080,1.0401764616867653,1.0401764616867653,0.0
single_kernel,Z,8,3,Z082,0.9912281662680732,0.9912281662680732,0.0
single_kernel,Z,8,3,Z083,0.9598064467031425,0.9598064467031424,1.1102230246251565e-16
QRC_K0,F,1,1,F005,0.23951330434917326,0.2395133043491732,5.551115123125783e-17
QRC_K0,F,1,1,F007,0.26943925246591494,0.2694392524659149,5.551115123125783e-17
QRC_K0,F,1,1,F009,0.5757798792105944,0.5757798792105944,0.0
QRC_K0,F,1,1,F011,0.12734958642947974,0.1273495864294797,5.551115123125783e-17
QRC_K0,F,1,1,F013,0.19001835493433256,0.1900183549343325,5.551115123125783e-17
QRC_K0,F,1,1,F019,0.19592375070238638,0.1959237507023863,8.326672684688674e-17
QRC_K0,F,1,1,F028,0.16187234756412924,0.1618723475641292,5.551115123125783e-17
QRC_K0,F,1,1,F030,0.15446110900936239,0.1544611090093623,8.326672684688674e-17
QRC_K0,F,1,1,F034,0.1884307316870523,0.1884307316870523,0.0
QRC_K0,F,1,1,F035,0.12582726960697047,0.1258272696069704,5.551115123125783e-17
QRC_K0,F,1,1,F037,0.31194074400847766,0.3119407440084776,5.551115123125783e-17
QRC_K0,F,1,1,F067,0.11870496650461007,0.11870496650461,6.938893903907228e-17
QRC_K0,F,1,1,F068,0.1537190362773256,0.1537190362773256,0.0
QRC_K0,F,1,1,F072,0.24295585300291,0.24295585300291,0.0
QRC_K0,F,1,1,F073,0.1792654127687036,0.1792654127687036,0.0
QRC_K0,F,1,1,F075,0.20024522245940246,0.2002452224594024,5.551115123125783e-17
QRC_K0,F,1,1,F077,0.3011042987099846,0.3011042987099846,0.0
QRC_K0,F,1,1,F080,0.31031500173537135,0.3103150017353713,5.551115123125783e-17
QRC_K0,F,1,1,F082,0.1049688095275334,0.1049688095275334,0.0
QRC_K0,F,1,1,F083,0.21807186941406034,0.2180718694140603,5.551115123125783e-17
QRC_K0,F,2,1,F005,0.4011762814053072,0.4011762814053072,0.0
QRC_K0,F,2,1,F007,0.46513650097501175,0.4651365009750117,5.551115123125783e-17
QRC_K0,F,2,1,F009,0.5936332811382505,0.5936332811382505,0.0
QRC_K0,F,2,1,F011,0.22548758609046354,0.2254875860904635,5.551115123125783e-17
QRC_K0,F,2,1,F013,0.3451001573819955,0.3451001573819955,0.0
QRC_K0,F,2,1,F019,0.3412024214691979,0.3412024214691979,0.0
QRC_K0,F,2,1,F028,0.30272340502405154,0.3027234050240515,5.551115123125783e-17
QRC_K0,F,2,1,F030,0.21728829930059138,0.2172882993005913,8.326672684688674e-17
QRC_K0,F,2,1,F034,0.33163652740985283,0.3316365274098528,5.551115123125783e-17
QRC_K0,F,2,1,F035,0.23722890429031226,0.2372289042903122,5.551115123125783e-17
QRC_K0,F,2,1,F037,0.5013057782794591,0.5013057782794591,0.0
QRC_K0,F,2,1,F067,0.21785580608748173,0.2178558060874817,2.7755575615628914e-17
QRC_K0,F,2,1,F068,0.28643668886286316,0.2864366888628631,5.551115123125783e-17
QRC_K0,F,2,1,F072,0.40548944910659557,0.4054894491065955,5.551115123125783e-17
QRC_K0,F,2,1,F073,0.26245663303164374,0.2624566330316437,5.551115123125783e-17
QRC_K0,F,2,1,F075,0.35398597698660417,0.3539859769866041,5.551115123125783e-17
QRC_K0,F,2,1,F077,0.4981552685527243,0.4981552685527243,0.0
QRC_K0,F,2,1,F080,0.5116224859108481,0.5116224859108481,0.0
QRC_K0,F,2,1,F082,0.19161855130058475,0.1916185513005847,5.551115123125783e-17
QRC_K0,F,2,1,F083,0.36460791058403175,0.3646079105840317,5.551115123125783e-17
QRC_K0,F,4,1,F005,0.725444716227812,0.725444716227812,0.0
QRC_K0,F,4,1,F007,0.8065816165417702,0.8065816165417702,0.0
QRC_K0,F,4,1,F009,0.6586805842462565,0.6586805842462565,0.0
QRC_K0,F,4,1,F011,0.47773293059795624,0.4777329305979562,5.551115123125783e-17
QRC_K0,F,4,1,F013,0.6427475281266625,0.6427475281266625,0.0
QRC_K0,F,4,1,F019,0.6397685952619185,0.6397685952619185,0.0
QRC_K0,F,4,1,F028,0.5919045780903032,0.5919045780903032,0.0
QRC_K0,F,4,1,F030,0.425631544154466,0.425631544154466,0.0
QRC_K0,F,4,1,F034,0.6035365449649216,0.6035365449649216,0.0
QRC_K0,F,4,1,F035,0.5222751588407519,0.5222751588407519,0.0
QRC_K0,F,4,1,F037,0.8364701243021547,0.8364701243021547,0.0
QRC_K0,F,4,1,F067,0.4600025302040582,0.4600025302040582,0.0
QRC_K0,F,4,1,F068,0.5735329086578869,0.5735329086578869,0.0
QRC_K0,F,4,1,F072,0.7117132877826993,0.7117132877826993,0.0
QRC_K0,F,4,1,F073,0.462505553279176,0.462505553279176,0.0
QRC_K0,F,4,1,F075,0.6726003672694673,0.6726003672694673,0.0
QRC_K0,F,4,1,F077,0.8623522339706697,0.8623522339706697,0.0
QRC_K0,F,4,1,F080,0.860332468911896,0.860332468911896,0.0
QRC_K0,F,4,1,F082,0.41009844737324724,0.4100984473732472,5.551115123125783e-17
QRC_K0,F,4,1,F083,0.646152170904145,0.646152170904145,0.0
QRC_K0,F,8,1,F005,0.9364502109991041,0.936450210999104,1.1102230246251565e-16
QRC_K0,F,8,1,F007,1.0345632017980202,1.0345632017980202,0.0
QRC_K0,F,8,1,F009,0.7933896084192399,0.7933896084192399,0.0
QRC_K0,F,8,1,F011,0.8422334357902035,0.8422334357902035,0.0
QRC_K0,F,8,1,F013,0.9690915857709645,0.9690915857709644,1.1102230246251565e-16
QRC_K0,F,8,1,F019,1.0028186053926338,1.0028186053926338,0.0
QRC_K0,F,8,1,F028,0.9485621102224179,0.948562110222418,1.1102230246251565e-16
QRC_K0,F,8,1,F030,0.7116194830148402,0.7116194830148402,0.0
QRC_K0,F,8,1,F034,0.9353101246222573,0.9353101246222572,1.1102230246251565e-16
QRC_K0,F,8,1,F035,0.9692385838687131,0.9692385838687132,1.1102230246251565e-16
QRC_K0,F,8,1,F037,1.067090438560555,1.067090438560555,0.0
QRC_K0,F,8,1,F067,0.7876203381262238,0.7876203381262238,0.0
QRC_K0,F,8,1,F068,0.9715369462175129,0.9715369462175129,0.0
QRC_K0,F,8,1,F072,0.952503441404256,0.952503441404256,0.0
QRC_K0,F,8,1,F073,0.7106789251665581,0.7106789251665581,0.0
QRC_K0,F,8,1,F075,1.1002160031353052,1.1002160031353052,0.0
QRC_K0,F,8,1,F077,1.1032715037697853,1.1032715037697851,2.220446049250313e-16
QRC_K0,F,8,1,F080,1.0833625767443626,1.0833625767443626,0.0
QRC_K0,F,8,1,F082,0.7100015191409088,0.7100015191409088,0.0
QRC_K0,F,8,1,F083,0.9873581782109162,0.9873581782109162,0.0
QRC_K0,F,16,1,F005,1.0139164219324264,1.0139164219324264,0.0
QRC_K0,F,16,1,F007,1.0975042604820495,1.0975042604820495,0.0
QRC_K0,F,16,1,F009,0.9267605284786861,0.926760528478686,1.1102230246251565e-16
QRC_K0,F,16,1,F011,1.0956649079901983,1.0956649079901983,0.0
QRC_K0,F,16,1,F013,1.1175851450662464,1.1175851450662464,0.0
QRC_K0,F,16,1,F019,1.206033846184905,1.206033846184905,0.0
QRC_K0,F,16,1,F028,1.1872655785821769,1.1872655785821769,0.0
QRC_K0,F,16,1,F030,0.8893871341167453,0.8893871341167453,0.0
QRC_K0,F,16,1,F034,1.0986345336964538,1.0986345336964538,0.0
QRC_K0,F,16,1,F035,1.103180120461567,1.103180120461567,0.0
QRC_K0,F,16,1,F037,1.009156049775997,1.009156049775997,0.0
QRC_K0,F,16,1,F067,1.0265114765996866,1.0265114765996866,0.0
QRC_K0,F,16,1,F068,1.1849089453940056,1.1849089453940056,0.0
QRC_K0,F,16,1,F072,1.0178744775492556,1.0178744775492556,0.0
QRC_K0,F,16,1,F073,0.919070120353135,0.919070120353135,0.0
QRC_K0,F,16,1,F075,1.3753555175185581,1.375355517518558,2.220446049250313e-16
QRC_K0,F,16,1,F077,1.0740355830005357,1.0740355830005357,0.0
QRC_K0,F,16,1,F080,1.000904343339658,1.000904343339658,0.0
QRC_K0,F,16,1,F082,0.9545987778563575,0.9545987778563576,1.1102230246251565e-16
QRC_K0,F,16,1,F083,1.2608753324663988,1.2608753324663988,0.0
QRC_K0,F,32,1,F005,1.0251654110201003,1.0251654110201005,2.220446049250313e-16
QRC_K0,F,32,1,F007,1.1410229599796202,1.1410229599796202,0.0
QRC_K0,F,32,1,F009,0.9821474769443642,0.9821474769443642,0.0
QRC_K0,F,32,1,F011,1.15663687887653,1.15663687887653,0.0
QRC_K0,F,32,1,F013,1.1110440832388233,1.1110440832388233,0.0
QRC_K0,F,32,1,F019,1.1891701386557356,1.1891701386557356,0.0
QRC_K0,F,32,1,F028,1.19548305464642,1.19548305464642,0.0
QRC_K0,F,32,1,F030,0.9933568150063512,0.9933568150063512,0.0
QRC_K0,F,32,1,F034,1.0475126837318633,1.0475126837318631,2.220446049250313e-16
QRC_K0,F,32,1,F035,1.0586557096542786,1.0586557096542786,0.0
QRC_K0,F,32,1,F037,1.1054687237450163,1.1054687237450165,2.220446049250313e-16
QRC_K0,F,32,1,F067,1.0756862563996838,1.0756862563996838,0.0
QRC_K0,F,32,1,F068,1.204995177833951,1.204995177833951,0.0
QRC_K0,F,32,1,F072,1.066754481723858,1.066754481723858,0.0
