shots,median,p90,sign_fraction,global_pass
100,0.04946863201023845,1.4417570541226903,1.0,False
300,0.0386263109358474,1.0138971732006976,1.0,False
1000,0.029070182696974797,0.664243953210731,1.0,False
3000,0.021822447585845048,0.4600803631426346,1.0,False
10000,0.0157682932934197,0.31048381811046744,1.0,False
