construction,set,horizon,horizon_ms,n_segments,mean_nrmse,ci95_lo,ci95_hi
single_kernel,Z,1,5.76003686423593,20,0.26659762968428136,0.23501788720064476,0.30833585118548773
single_kernel,Z,2,11.52007372847186,20,0.5019605466491383,0.461862819520193,0.5525666075756951
single_kernel,Z,4,23.04014745694372,20,0.8522504554479106,0.8150555868926348,0.8928501212769535
single_kernel,Z,8,46.08029491388744,20,0.9626502267520232,0.9390130997321376,0.9826739541521693
single_kernel,Z,16,92.16058982777488,20,0.9872885451695573,0.963737696936194,1.007873766553117
single_kernel,Z,32,184.32117965554977,20,1.04427897422933,1.0277771912031164,1.0609833447658588
single_kernel,Z,64,368.64235931109954,20,1.0804646594884575,1.0582367178344565,1.1057911557995872
single_kernel,Z,128,737.2847186221991,20,1.0756320238745674,1.0514152494122604,1.1028361998184801
tapped_delay,F,1,5.76003686423593,20,0.16692616391246315,0.1380240173009133,0.1977263439518932
tapped_delay,F,2,11.52007372847186,20,0.3168030652690923,0.27096985478042174,0.3642355291063295
tapped_delay,F,4,23.04014745694372,20,0.6189154935170508,0.5551713341369061,0.6834134753402795
tapped_delay,F,8,46.08029491388744,20,0.9426790114798538,0.8816831879083421,1.0010647557812518
tapped_delay,F,16,92.16058982777488,20,1.1035832711139153,1.0389292654747477,1.1768585194398533
tapped_delay,F,32,184.32117965554977,20,1.1534595528809828,1.079616961220111,1.2439258779138243
tapped_delay,F,64,368.64235931109954,20,1.1651046665653109,1.0805443558272863,1.2674845818272604
tapped_delay,F,128,737.2847186221991,20,1.1541099550054956,1.0760152319470708,1.2480548903166993
tapped_delay,S,1,5.76003686423593,20,0.1439200470045066,0.12036211136644108,0.17005619839817293
tapped_delay,S,2,11.52007372847186,20,0.3408278414514915,0.2950186176469311,0.39429423697992655
tapped_delay,S,4,23.04014745694372,20,0.7784252669966195,0.7151610212447322,0.8526649246706707
tapped_delay,S,8,46.08029491388744,20,0.9775924277696195,0.9518566164582895,1.0085462662651306
tapped_delay,S,16,92.16058982777488,20,0.973248695721265,0.9439693590675342,1.0054545685272562
tapped_delay,S,32,184.32117965554977,20,0.9996269337957736,0.9816969741539868,1.0179224097788582
tapped_delay,S,64,368.64235931109954,20,1.0105641584953198,1.0031361193953685,1.022200156996191
tapped_delay,S,128,737.2847186221991,20,1.0090843586807647,1.0013453077793866,1.0207591269767473
tapped_delay,Z,1,5.76003686423593,20,0.25259260331385186,0.21752839373374827,0.30061773674246584
tapped_delay,Z,2,11.52007372847186,20,0.48950795567517486,0.44291870727581123,0.5505603458251526
tapped_delay,Z,4,23.04014745694372,20,0.8632240866271905,0.816625416732874,0.9132811556910595
tapped_delay,Z,8,46.08029491388744,20,0.9882900619316342,0.949341785937377,1.026756578997896
tapped_delay,Z,16,92.16058982777488,20,1.0141388912565112,0.9755533741920598,1.0538727038918514
tapped_delay,Z,32,184.32117965554977,20,1.094421268794752,1.0493274741865126,1.14927881984864
tapped_delay,Z,64,368.64235931109954,20,1.1545952118363811,1.0883469481096746,1.2336560425333878
tapped_delay,Z,128,737.2847186221991,20,1.1631759121254128,1.0907753838915843,1.2507122096475405
