set,model,horizon,channel_seed,noise_replicate,shots,shot_label,segment_id,selected_alpha,nrmse,rmse,r2,mae
Z,AB_noaux,1,3,0,0,exact,Z068,1e-08,0.3007465467745328,0.25996351753633723,0.9095515146031937,0.2041501213938258
Z,AB_noaux,1,3,0,0,exact,Z072,1e-08,0.3333978995660381,0.3142673619323975,0.888845840564954,0.2501053899280851
Z,AB_noaux,1,3,0,0,exact,Z073,1e-08,0.33368920618512554,0.17532896645834495,0.8886515136755407,0.13886356883716414
Z,AB_noaux,1,3,0,0,exact,Z075,1e-08,0.25485825219316466,0.2299605052509396,0.9350472712890453,0.18292427018615404
Z,AB_noaux,1,3,0,0,exact,Z077,1e-08,0.2733716693224929,0.29086494477939623,0.9252679304118336,0.22810891872871242
Z,AB_noaux,1,3,0,0,exact,Z080,1e-08,0.36187607534324623,0.16879973901272738,0.8690457060941692,0.1354719542784203
Z,AB_noaux,1,3,0,0,exact,Z082,1e-08,0.35511241918081327,0.35615748006918163,0.8738951697435503,0.283167286145116
Z,AB_noaux,1,3,0,0,exact,Z083,1e-08,0.29818969798073913,0.1864244132297283,0.9110829040181556,0.14607686044687998
Z,AB_noaux,2,3,0,0,exact,Z005,1e-08,0.5130123976748807,0.4808770561313788,0.73681827983187,0.3780863007173268
Z,AB_noaux,2,3,0,0,exact,Z007,1e-08,0.5912322424787904,0.5670134889873667,0.6504444354535011,0.4459712719691522
Z,AB_noaux,2,3,0,0,exact,Z009,1e-08,0.5038392680510391,0.33101398810792226,0.7461459919697933,0.26385128370195676
Z,AB_noaux,2,3,0,0,exact,Z011,1e-08,0.5169180706767117,0.412186585765828,0.7327957082078661,0.3265678148051769
Z,AB_noaux,2,3,0,0,exact,Z013,1e-08,0.4887693578771325,0.33223166695700995,0.7611045148003756,0.26613437962832537
Z,AB_noaux,2,3,0,0,exact,Z019,1e-08,0.4860681545899044,0.31000607443409656,0.7637377490935648,0.24535454904426018
Z,AB_noaux,2,3,0,0,exact,Z028,1e-08,0.4992869408001723,0.34883559049033874,0.7507125507464052,0.27346610093966295
Z,AB_noaux,2,3,0,0,exact,Z030,1e-08,0.897595477433182,0.9816290088153973,0.19432235889149796,0.778418495933709
Z,AB_noaux,2,3,0,0,exact,Z034,1e-08,0.6758288252313986,0.6075530212510322,0.5432553989863476,0.4822488784948992
Z,AB_noaux,2,3,0,0,exact,Z035,1e-08,0.37422192280703975,0.43613063972103283,0.859957952490602,0.3491589927772214
Z,AB_noaux,2,3,0,0,exact,Z037,1e-08,0.5139542369571214,0.48884808887133474,0.7358510423138231,0.3872550762089967
Z,AB_noaux,2,3,0,0,exact,Z067,1e-08,0.46408230037437087,0.45469398243239495,0.7846276184792322,0.36207571020771123
Z,AB_noaux,2,3,0,0,exact,Z068,1e-08,0.5378758164037024,0.4649349639351567,0.7106896061280505,0.3680700701548435
Z,AB_noaux,2,3,0,0,exact,Z072,1e-08,0.619561241271686,0.5840715951036427,0.6161438683138878,0.46494419850412755
Z,AB_noaux,2,3,0,0,exact,Z073,1e-08,0.5931014743759125,0.31166903001772084,0.6482306410931188,0.24661570353022885
Z,AB_noaux,2,3,0,0,exact,Z075,1e-08,0.485071367947587,0.43771578350987517,0.7647057679974567,0.3483531903665496
Z,AB_noaux,2,3,0,0,exact,Z077,1e-08,0.5065570118098082,0.5390088732510205,0.7433999937863179,0.4263046440081198
Z,AB_noaux,2,3,0,0,exact,Z080,1e-08,0.6441028695171668,0.3004594266862272,0.5851314934797516,0.24052355544401582
Z,AB_noaux,2,3,0,0,exact,Z082,1e-08,0.6303601209231795,0.6321827468253287,0.6026461179497145,0.50146844249988
Z,AB_noaux,2,3,0,0,exact,Z083,1e-08,0.5424256148958744,0.3391351696985027,0.7057744523048326,0.26781757980683574
Z,AB_noaux,4,3,0,0,exact,Z005,1e-08,0.8266987617281738,0.7750780414330768,0.31656915735710434,0.6046495380899118
Z,AB_noaux,4,3,0,0,exact,Z007,1e-08,0.9194273254724006,0.8806734614810702,0.15465339317466842,0.6970456647467099
Z,AB_noaux,4,3,0,0,exact,Z009,1e-08,0.7991900691835304,0.5249974924603571,0.36129523331842395,0.41873879584670026
Z,AB_noaux,4,3,0,0,exact,Z011,1e-08,0.8417860289603609,0.6710304781290937,0.29139628144714635,0.5334448095175125
Z,AB_noaux,4,3,0,0,exact,Z013,1e-08,0.8328343196659722,0.5662388689264933,0.3063869959865172,0.4524100143873197
Z,AB_noaux,4,3,0,0,exact,Z019,1e-08,0.8188826580380069,0.5223831967898099,0.3294311923646085,0.4135031742750584
Z,AB_noaux,4,3,0,0,exact,Z028,1e-08,0.8194243920245141,0.5726460420036705,0.3285436657552553,0.44907622076781123
Z,AB_noaux,4,3,0,0,exact,Z030,1e-08,1.0724049747008153,1.172844980028616,-0.15005242976305633,0.9352363160612722
Z,AB_noaux,4,3,0,0,exact,Z034,1e-08,0.9570009766828913,0.8603269643370618,0.08414913062799212,0.683483659658501
Z,AB_noaux,4,3,0,0,exact,Z035,1e-08,0.6610011223880555,0.7705408741230335,0.563077516201731,0.6122488603995155
Z,AB_noaux,4,3,0,0,exact,Z037,1e-08,0.8349246988400506,0.7937377928949996,0.3029007472668509,0.6269584934114575
Z,AB_noaux,4,3,0,0,exact,Z067,1e-08,0.7880138162772531,0.7721264479242621,0.3790342253561595,0.6158221990994526
Z,AB_noaux,4,3,0,0,exact,Z068,1e-08,0.8459669680877522,0.7312840932004117,0.2843398889044161,0.5777513314693002
Z,AB_noaux,4,3,0,0,exact,Z072,1e-08,0.930061985611023,0.8769269395365319,0.13498470292128106,0.695352584705365
Z,AB_noaux,4,3,0,0,exact,Z073,1e-08,0.9189965461991013,0.4830305805535082,0.1554453480741228,0.3815931775820506
Z,AB_noaux,4,3,0,0,exact,Z075,1e-08,0.8096459795995042,0.7307777869618971,0.3444733877183591,0.5812467323313466
Z,AB_noaux,4,3,0,0,exact,Z077,1e-08,0.840404760913801,0.8944173456829126,0.29371983783341704,0.7034734457634517
Z,AB_noaux,4,3,0,0,exact,Z080,1e-08,0.9670665339348189,0.45122025438505015,0.06478231894329578,0.36078222762139817
Z,AB_noaux,4,3,0,0,exact,Z082,1e-08,0.9365838761272537,0.9393313245535315,0.1228106429784489,0.7421520982117916
Z,AB_noaux,4,3,0,0,exact,Z083,1e-08,0.8620264744917607,0.5390541186347274,0.25691035727530565,0.42714586425483964
Z,AB_noaux,8,3,0,0,exact,Z005,0.01,0.9310127667779964,0.8732457153934856,0.1332152280963801,0.6812279698145528
Z,AB_noaux,8,3,0,0,exact,Z007,0.01,0.999401912962788,0.9570866621218037,0.001195816366319713,0.7549529946164961
Z,AB_noaux,8,3,0,0,exact,Z009,0.01,0.934212818956027,0.6135996689775168,0.12724640889823324,0.4910165942647716
Z,AB_noaux,8,3,0,0,exact,Z011,0.01,1.015087634643864,0.8091351112197294,-0.030402906006874897,0.646724788392993
Z,AB_noaux,8,3,0,0,exact,Z013,0.01,1.0102634354714342,0.6871611991566967,-0.020632209050544636,0.5501221359145549
Z,AB_noaux,8,3,0,0,exact,Z019,0.01,0.9876671691696622,0.6303010597341956,0.02451356294438578,0.49826753992602174
Z,AB_noaux,8,3,0,0,exact,Z028,0.01,0.956483466789802,0.6686380026526246,0.0851393777577617,0.5299079838188051
Z,AB_noaux,8,3,0,0,exact,Z030,0.01,0.9920245315717183,1.0847736853369354,0.015887328759912722,0.8579165750204157
Z,AB_noaux,8,3,0,0,exact,Z034,0.01,0.9784937338379235,0.8800137020220871,0.04255001283991877,0.700401439963956
Z,AB_noaux,8,3,0,0,exact,Z035,0.01,0.8031392583904717,0.9366392989180924,0.354967331632003,0.7384817111493047
Z,AB_noaux,8,3,0,0,exact,Z037,0.01,0.9168138924293983,0.8706329371767045,0.15945228664845568,0.6971131548125395
Z,AB_noaux,8,3,0,0,exact,Z067,0.01,0.9247072118129122,0.9055075614727223,0.14491657242118994,0.7236104667342974
Z,AB_noaux,8,3,0,0,exact,Z068,0.01,0.9471526180151173,0.8191010182749651,0.10290191818710948,0.647622761007117
Z,AB_noaux,8,3,0,0,exact,Z072,0.01,0.9799367283809813,0.924012207816242,0.03972400836997858,0.7363480130641747
Z,AB_noaux,8,3,0,0,exact,Z073,0.01,1.0362181156775625,0.5448581523833443,-0.07374798325835852,0.4309437444554183
Z,AB_noaux,8,3,0,0,exact,Z075,0.01,0.9496299609271627,0.8575191401799431,0.0982029373094756,0.6818562248131992
Z,AB_noaux,8,3,0,0,exact,Z077,0.01,0.9538551431260343,1.0148538236118412,0.09016036593201282,0.7965589612629422
Z,AB_noaux,8,3,0,0,exact,Z080,0.01,1.0627489567869115,0.49593145354352125,-0.12943534515166877,0.3943310828442309
Z,AB_noaux,8,3,0,0,exact,Z082,0.01,0.9933972003097685,0.9967814616603724,0.013162002416713614,0.7862383922687318
Z,AB_noaux,8,3,0,0,exact,Z083,0.01,0.9581800298053579,0.599444636031048,0.08189103048220314,0.4777415582725488
Z,AB_noaux,16,3,0,0,exact,Z005,10.0,0.932393716124126,0.8737533443270958,0.13064195813224277,0.6843501080111585
Z,AB_noaux,16,3,0,0,exact,Z007,10.0,0.9970810770689232,0.9548368412614054,0.0058293257510757535,0.7505416161324547
Z,AB_noaux,16,3,0,0,exact,Z009,10.0,0.9869067940878643,0.648457005428002,0.026014979783213543,0.5183389399496398
Z,AB_noaux,16,3,0,0,exact,Z011,10.0,1.052353280433335,0.8378387494588002,-0.10744742683880149,0.6659541234101128
Z,AB_noaux,16,3,0,0,exact,Z013,10.0,1.0429152262328412,0.7097361621898217,-0.08767216910829823,0.5692306524023001
Z,AB_noaux,16,3,0,0,exact,Z019,10.0,1.021894905105881,0.6525644962198001,-0.04426919708135757,0.5157879756040626
Z,AB_noaux,16,3,0,0,exact,Z028,10.0,1.00077958550576,0.7001591379888022,-0.0015597787650807327,0.5567022101294405
Z,AB_noaux,16,3,0,0,exact,Z030,10.0,1.0146664259308358,1.1100612228775828,-0.02954795591125592,0.8773111720099427
Z,AB_noaux,16,3,0,0,exact,Z034,10.0,1.006478401229739,0.905786775330303,-0.012998772141971537,0.7179223445267462
Z,AB_noaux,16,3,0,0,exact,Z035,10.0,0.841270017669826,0.9813160831305995,0.2922647573698107,0.7711144451537829
Z,AB_noaux,16,3,0,0,exact,Z037,10.0,0.9545679355190514,0.9067909887469519,0.088800056478896,0.7257695131367473
Z,AB_noaux,16,3,0,0,exact,Z067,10.0,0.9488817998902134,0.9299715405444242,0.09962332983710931,0.7397335786435751
Z,AB_noaux,16,3,0,0,exact,Z068,10.0,0.963298240425233,0.8337470213916017,0.07205649999364983,0.6637271138621821
Z,AB_noaux,16,3,0,0,exact,Z072,10.0,0.9844722369997227,0.9284811904372299,0.030814414576761706,0.7401640821057724
Z,AB_noaux,16,3,0,0,exact,Z073,10.0,1.0319093969956297,0.5429849612780858,-0.06483700360788403,0.43123990245477617
Z,AB_noaux,16,3,0,0,exact,Z075,10.0,0.9573287243073724,0.8650856516493705,0.08352171361601923,0.6879721082592697
Z,AB_noaux,16,3,0,0,exact,Z077,10.0,0.9581908904682142,1.0187530978410462,0.08187021742373068,0.7988723141881057
Z,AB_noaux,16,3,0,0,exact,Z080,10.0,1.0355185131888482,0.48331965135486826,-0.07229859115684256,0.38551962955309926
Z,AB_noaux,16,3,0,0,exact,Z082,10.0,0.9908502298405003,0.9935358346226906,0.018215822025027695,0.781610740089518
Z,AB_noaux,16,3,0,0,exact,Z083,10.0,0.9621526877899524,0.6015625142410996,0.07426220537857042,0.47885605327203945
Z,AB_noaux,32,3,0,0,exact,Z005,100.0,1.024072845281917,0.9586586119174937,-0.048725192443801024,0.7529176679213626
Z,AB_noaux,32,3,0,0,exact,Z007,100.0,1.0479236561790135,1.0052551728366208,-0.09814398917959166,0.7880812321388402
Z,AB_noaux,32,3,0,0,exact,Z009,100.0,1.0390096196563179,0.6821487020207155,-0.07954098973836654,0.5460568045514895
Z,AB_noaux,32,3,0,0,exact,Z011,100.0,1.0614974005691848,0.845564574701411,-0.12677673141513646,0.6686357383866635
Z,AB_noaux,32,3,0,0,exact,Z013,100.0,1.0529706431791952,0.7168635884837978,-0.1087471753972078,0.5733790247097634
Z,AB_noaux,32,3,0,0,exact,Z019,100.0,1.045049915824812,0.6680146481651587,-0.09212932656544681,0.5251916450816012
Z,AB_noaux,32,3,0,0,exact,Z028,100.0,1.073653010978041,0.7508233559465108,-0.1527307879822135,0.6034260980759135
Z,AB_noaux,32,3,0,0,exact,Z030,100.0,1.134602242054085,1.2419449267911125,-0.2873222476741564,0.9860778252583766
Z,AB_noaux,32,3,0,0,exact,Z034,100.0,1.0699319057085475,0.9637760284921674,-0.14475428285312386,0.7623017591458578
Z,AB_noaux,32,3,0,0,exact,Z035,100.0,0.9643229003443019,1.1247462816505953,0.07008134387155363,0.8809560333537628
Z,AB_noaux,32,3,0,0,exact,Z037,100.0,1.0115884195276468,0.9614828799867803,-0.02331113052244227,0.7641966503563623
Z,AB_noaux,32,3,0,0,exact,Z067,100.0,1.0451430749401915,1.0257829674456873,-0.09232404709543873,0.8132563768335612
Z,AB_noaux,32,3,0,0,exact,Z068,100.0,1.0166924284207877,0.8799083579230665,-0.03366349400815838,0.7002451402814275
Z,AB_noaux,32,3,0,0,exact,Z072,100.0,1.0156259009167963,0.9594629575317878,-0.03149597061305376,0.764987861972374
Z,AB_noaux,32,3,0,0,exact,Z073,100.0,1.0271086032511572,0.5403341997661507,-0.05495208287254294,0.4327376781706981
Z,AB_noaux,32,3,0,0,exact,Z075,100.0,0.9998588845407591,0.9051542377436853,0.0002822110049088833,0.723743580257709
Z,AB_noaux,32,3,0,0,exact,Z077,100.0,1.0074202039121474,1.071332631281939,-0.014895467250392702,0.8392149342246275
Z,AB_noaux,32,3,0,0,exact,Z080,100.0,1.0643070614411005,0.49715166779819325,-0.13274952103339066,0.3988475721602434
Z,AB_noaux,32,3,0,0,exact,Z082,100.0,1.0242993120965957,1.0287171223445493,-0.04918908076155937,0.8051995087826155
Z,AB_noaux,32,3,0,0,exact,Z083,100.0,1.052805359837085,0.6592702167416598,-0.1083991257016943,0.5259804006128059
Z,AB_noaux,64,3,0,0,exact,Z005,1.0,1.0792105282077957,1.0101081809804586,-0.16469536419454944,0.7985944996635581
Z,AB_noaux,64,3,0,0,exact,Z007,1.0,1.035691570497383,0.9945964553053578,-0.07265702919933559,0.7876908851754143
Z,AB_noaux,64,3,0,0,exact,Z009,1.0,1.0356627868230555,0.681761811924456,-0.07259740801009751,0.544249408711437
Z,AB_noaux,64,3,0,0,exact,Z011,1.0,1.0577833169553394,0.8371876821577618,-0.11890554562904021,0.6603976095613272
Z,AB_noaux,64,3,0,0,exact,Z013,1.0,1.0288269398210625,0.70297985637471,-0.05848487210157227,0.5629343581975623
Z,AB_noaux,64,3,0,0,exact,Z019,1.0,1.0456536544072088,0.668262539057316,-0.09339156497515044,0.5258622286380172
Z,AB_noaux,64,3,0,0,exact,Z028,1.0,1.221911804940638,0.856339450603491,-0.49306845905328767,0.6829217672589837
Z,AB_noaux,64,3,0,0,exact,Z030,1.0,1.1838251389682894,1.2978737044337032,-0.40144195965328944,1.0269960681445829
Z,AB_noaux,64,3,0,0,exact,Z034,1.0,1.1031861048276979,0.9960215789974876,-0.21701958188490833,0.787187667227407
Z,AB_noaux,64,3,0,0,exact,Z035,1.0,1.0679651823117549,1.247658749281572,-0.1405496306301799,0.9822284344652787
Z,AB_noaux,64,3,0,0,exact,Z037,1.0,1.0322893358418672,0.9819822503814515,-0.06562127289284314,0.784578040565849
Z,AB_noaux,64,3,0,0,exact,Z067,1.0,1.0854127940739753,1.0686723147064225,-0.17812093353947356,0.8361195034577761
Z,AB_noaux,64,3,0,0,exact,Z068,1.0,1.025090668378109,0.8868880184445761,-0.05081087839587828,0.7009302655941592
Z,AB_noaux,64,3,0,0,exact,Z072,1.0,1.0185852450842903,0.9640538506550597,-0.03751590150342343,0.7686688331805974
Z,AB_noaux,64,3,0,0,exact,Z073,1.0,1.1264163396769893,0.5935265634729503,-0.2688137702913065,0.47287003584492754
Z,AB_noaux,64,3,0,0,exact,Z075,1.0,1.0417109833829605,0.9430066318366048,-0.0851617729006946,0.7517411882706175
Z,AB_noaux,64,3,0,0,exact,Z077,1.0,1.0232313431761255,1.0853129380093847,-0.04700238165801829,0.8496249379733565
Z,AB_noaux,64,3,0,0,exact,Z080,1.0,1.155313127061706,0.540778681796068,-0.33474842156109785,0.43584947621412706
Z,AB_noaux,64,3,0,0,exact,Z082,1.0,1.0211860396410095,1.0213558703003531,-0.0428209275576894,0.8033541949218708
Z,AB_noaux,64,3,0,0,exact,Z083,1.0,1.1584365586611887,0.7263125682026234,-0.3419752604427775,0.5866481389746784
Z,AB_noaux,128,3,0,0,exact,Z005,1.0,1.0763783610928643,1.0101160151080661,-0.15859037622896088,0.7981979649734435
Z,AB_noaux,128,3,0,0,exact,Z007,1.0,1.038125897563933,0.9989437746871547,-0.0777053791929212,0.789914996482719
Z,AB_noaux,128,3,0,0,exact,Z009,1.0,1.0226464016563166,0.6738868505950811,-0.045805662820612714,0.534761592387619
Z,AB_noaux,128,3,0,0,exact,Z011,1.0,1.034589132607042,0.8162500537389942,-0.07037467330859148,0.6436617493348371
Z,AB_noaux,128,3,0,0,exact,Z013,1.0,1.026047312514691,0.7045654217228868,-0.052773087518619866,0.5653651382338575
Z,AB_noaux,128,3,0,0,exact,Z019,1.0,1.021170472887437,0.6478241134919486,-0.04278913469715118,0.5158174396395003
Z,AB_noaux,128,3,0,0,exact,Z028,1.0,1.10580009599228,0.7762271843962393,-0.22279385229653603,0.6194461503560861
Z,AB_noaux,128,3,0,0,exact,Z030,1.0,1.2121309614698232,1.3352353985268328,-0.46926146775375854,1.054745996746116
Z,AB_noaux,128,3,0,0,exact,Z034,1.0,1.102992758896216,0.9994342967520591,-0.21659302617748621,0.7893722572548408
Z,AB_noaux,128,3,0,0,exact,Z035,1.0,1.0960450808507607,1.2874919393170692,-0.20131481925715056,1.0072861873345365
Z,AB_noaux,128,3,0,0,exact,Z037,1.0,1.0327741932699837,0.9794603811011353,-0.06662253428446552,0.7855546616770491
Z,AB_noaux,128,3,0,0,exact,Z067,1.0,1.0370685887708282,1.0249449826333552,-0.07551125781511736,0.8128051206338663
Z,AB_noaux,128,3,0,0,exact,Z068,1.0,1.0109645983266264,0.8782710189993433,-0.022049419069717135,0.6933726766531279
Z,AB_noaux,128,3,0,0,exact,Z072,1.0,1.014315998797487,0.9579397550143708,-0.02883694541654358,0.7642397899052646
Z,AB_noaux,128,3,0,0,exact,Z073,1.0,1.1503503346170874,0.6037243337693051,-0.32330589235364515,0.48769409658366025
Z,AB_noaux,128,3,0,0,exact,Z075,1.0,1.046468394174524,0.9476455134824182,-0.09509610000620738,0.7590419971372198
Z,AB_noaux,128,3,0,0,exact,Z077,1.0,1.0114627012973814,1.0734150903196504,-0.023056796115795697,0.8352822353518474
Z,AB_noaux,128,3,0,0,exact,Z080,1.0,1.1811547611984885,0.5531691084412096,-0.3951265699018589,0.4477296950477551
Z,AB_noaux,128,3,0,0,exact,Z082,1.0,1.029085350036404,1.0298431467367035,-0.05901665765954789,0.8112387859673321
Z,AB_noaux,128,3,0,0,exact,Z083,1.0,1.1045175609285114,0.6908223991625547,-0.2199590423994675,0.5535148077325068
Z,single_kernel,1,1,0,0,exact,Z005,0.001,0.2633728828823425,0.24684459537121695,0.9306347245622439,0.19530374431056485
Z,single_kernel,1,1,0,0,exact,Z007,0.001,0.24804695159043202,0.2381281050761038,0.9384727098066938,0.19066504931362582
Z,single_kernel,1,1,0,0,exact,Z009,0.001,0.24982876264670906,0.16413913353480564,0.9375855893544143,0.1301222306557954
Z,single_kernel,1,1,0,0,exact,Z011,0.001,0.2493944916835966,0.19889159092901215,0.9378023875178805,0.15964951345202896
Z,single_kernel,1,1,0,0,exact,Z013,0.001,0.21415142917379532,0.14554864079107327,0.954139165382821,0.11595744018216174
Z,single_kernel,1,1,0,0,exact,Z019,0.001,0.21644724456079784,0.13804361402486703,0.9531505903220382,0.10988217492968097
Z,single_kernel,1,1,0,0,exact,Z028,0.001,0.22697607617040025,0.1585621717456415,0.9484818608462887,0.12542895033592621
Z,single_kernel,1,1,0,0,exact,Z030,0.001,0.5851936731898916,0.639918385273418,0.6575483648585223,0.5086059323793614
Z,single_kernel,1,1,0,0,exact,Z034,0.001,0.39979680085831265,0.35943055364682697,0.8401625180234586,0.28103803398230026
Z,single_kernel,1,1,0,0,exact,Z035,0.001,0.15878523313530798,0.18503426516232746,0.9747872497381659,0.1481686331821137
Z,single_kernel,1,1,0,0,exact,Z037,0.001,0.2205109590965774,0.20974163617678657,0.9513749169183076,0.16723187990869448
Z,single_kernel,1,1,0,0,exact,Z067,0.001,0.21520710755941735,0.2108274527468708,0.9536859008559093,0.16868338774620167
Z,single_kernel,1,1,0,0,exact,Z068,0.001,0.2531977008752252,0.21886257932990735,0.9358909242715,0.17282330413588104
Z,single_kernel,1,1,0,0,exact,Z072,0.001,0.24366592002671666,0.22968424809904625,0.9406269194175337,0.18183173217198215
Z,single_kernel,1,1,0,0,exact,Z073,0.001,0.2817468551373927,0.14803710757944818,0.920618709620189,0.11853369719074597
Z,single_kernel,1,1,0,0,exact,Z075,0.001,0.20590737026916156,0.1857917587306543,0.9576021548688384,0.14758276713992474
Z,single_kernel,1,1,0,0,exact,Z077,0.001,0.22224651460903488,0.23646824983502907,0.9506064867441361,0.18564535227912124
Z,single_kernel,1,1,0,0,exact,Z080,0.001,0.29965769477619814,0.13977752086373674,0.9102052659614148,0.11152429616829318
Z,single_kernel,1,1,0,0,exact,Z082,0.001,0.2927044084351961,0.29356580869209015,0.9143241292826019,0.230152306674758
Z,single_kernel,1,1,0,0,exact,Z083,0.001,0.2533324397075894,0.15838022488487655,0.9358226749918006,0.12297616706039975
Z,single_kernel,2,1,0,0,exact,Z005,0.001,0.4842649742392998,0.4539303850261217,0.7654874347250102,0.358050473011053
Z,single_kernel,2,1,0,0,exact,Z007,0.001,0.5142685383422073,0.49320246301064846,0.7355278704713697,0.39398836301894297
Z,single_kernel,2,1,0,0,exact,Z009,0.001,0.46050783375028587,0.3025459591394542,0.7879325350546191,0.24080926933446967
Z,single_kernel,2,1,0,0,exact,Z011,0.001,0.4742409646986105,0.3781561821073698,0.7750955074017314,0.302372572919867
Z,single_kernel,2,1,0,0,exact,Z013,0.001,0.432069281591549,0.2936908694267269,0.8133161359049627,0.2351535512139369
Z,single_kernel,2,1,0,0,exact,Z019,0.001,0.4328234276559166,0.27604748524191375,0.8126638804721835,0.2193387010488931
Z,single_kernel,2,1,0,0,exact,Z028,0.001,0.43899013239501217,0.3067081662661288,0.8072876636598096,0.24290456678943728
Z,single_kernel,2,1,0,0,exact,Z030,0.001,0.8613237605970677,0.9419615078742306,0.25812137943092517,0.7490221255088868
Z,single_kernel,2,1,0,0,exact,Z034,0.001,0.6607053060668717,0.5939573600165321,0.5634684985350814,0.47117914882016326
Z,single_kernel,2,1,0,0,exact,Z035,0.001,0.33102515305049673,0.3857876916476313,0.8904223480478952,0.3094238787513855
Z,single_kernel,2,1,0,0,exact,Z037,0.001,0.4393954625466711,0.41793143567876967,0.806931627493397,0.32933393676952016
Z,single_kernel,2,1,0,0,exact,Z067,0.001,0.41868923388351503,0.41021921112373766,0.8246993254300352,0.32804827345083537
Z,single_kernel,2,1,0,0,exact,Z068,0.001,0.48918256215269834,0.4228449578061506,0.7607004208857214,0.3359943962327682
Z,single_kernel,2,1,0,0,exact,Z072,0.001,0.5230245232793104,0.4930646839092866,0.7264453480484501,0.3909548026599943
Z,single_kernel,2,1,0,0,exact,Z073,0.001,0.5266286363076317,0.2767382030710065,0.7226622794207642,0.22106138765713018
Z,single_kernel,2,1,0,0,exact,Z075,0.001,0.4371159629538947,0.394442073583101,0.8089296349308894,0.31372110370529876
Z,single_kernel,2,1,0,0,exact,Z077,0.001,0.45214855166182716,0.48111481174171644,0.7955616872301121,0.38081756219433555
Z,single_kernel,2,1,0,0,exact,Z080,0.001,0.5586029593266145,0.2605756515730462,0.6879627338315487,0.2096415330078157
Z,single_kernel,2,1,0,0,exact,Z082,0.001,0.5637477445605438,0.5653777671578005,0.6821884805028998,0.4475307879567372
Z,single_kernel,2,1,0,0,exact,Z083,0.001,0.4853691935853945,0.3034623721901599,0.7644167459182638,0.23937145230825682
Z,single_kernel,4,1,0,0,exact,Z005,1e-08,0.8219664519040486,0.7706412264773246,0.32437115194426935,0.602177134986669
Z,single_kernel,4,1,0,0,exact,Z007,1e-08,0.9159633219483961,0.8773554657139766,0.16101119284525867,0.696068910264462
Z,single_kernel,4,1,0,0,exact,Z009,1e-08,0.7764783460494656,0.5100778905350989,0.3970813781162862,0.40666454024850074
Z,single_kernel,4,1,0,0,exact,Z011,1e-08,0.8216030057301502,0.6549415632952545,0.3249685009751826,0.5222352156290684
Z,single_kernel,4,1,0,0,exact,Z013,1e-08,0.8076606897016345,0.5491234746383501,0.3476842103106801,0.43798062303352325
Z,single_kernel,4,1,0,0,exact,Z019,1e-08,0.7944782425115191,0.5068150852009553,0.3688043221758076,0.40170744109951156
Z,single_kernel,4,1,0,0,exact,Z028,1e-08,0.7987374608481198,0.5581891996462,0.3620184686378983,0.43955008319871436
Z,single_kernel,4,1,0,0,exact,Z030,1e-08,1.11073264364223,1.2147623668130982,-0.23372700565245674,0.9726595228447986
Z,single_kernel,4,1,0,0,exact,Z034,1e-08,0.9645159843127384,0.8670828233786755,0.06970891600522933,0.6879208701106863
Z,single_kernel,4,1,0,0,exact,Z035,1e-08,0.6339370401741348,0.738991787653844,0.5981238290952575,0.5873822044441301
Z,single_kernel,4,1,0,0,exact,Z037,1e-08,0.804551835547408,0.7648632255150948,0.35269634391729676,0.6043952616023558
Z,single_kernel,4,1,0,0,exact,Z067,1e-08,0.7717494037237799,0.7561899467702397,0.40440285785199026,0.6022087093413178
Z,single_kernel,4,1,0,0,exact,Z068,1e-08,0.845334380989602,0.7307372622957882,0.2854097843169263,0.5751454539873639
Z,single_kernel,4,1,0,0,exact,Z072,1e-08,0.9246811314790873,0.8718534971004227,0.14496480508655474,0.6918259096527204
Z,single_kernel,4,1,0,0,exact,Z073,1e-08,0.8931344135743384,0.46943727491187354,0.2023109192892224,0.367846536138972
Z,single_kernel,4,1,0,0,exact,Z075,1e-08,0.8063633313582156,0.7278149038282961,0.3497781778408804,0.5803496520979661
Z,single_kernel,4,1,0,0,exact,Z077,1e-08,0.8268321750556045,0.8799724534334425,0.31634855429281805,0.6926389809222664
Z,single_kernel,4,1,0,0,exact,Z080,1e-08,0.9212371564928524,0.4298368824845327,0.1513221014969638,0.34323517259877534
Z,single_kernel,4,1,0,0,exact,Z082,1e-08,0.9342565409717452,0.9369971622109728,0.12716471565150977,0.7437915862345276
Z,single_kernel,4,1,0,0,exact,Z083,1e-08,0.8550723536706765,0.5347054732264769,0.2688512699880897,0.42262257006515136
Z,single_kernel,8,1,0,0,exact,Z005,0.001,0.916614494155274,0.8597408201594787,0.15981786910447127,0.6728088170307841
Z,single_kernel,8,1,0,0,exact,Z007,0.001,0.9946874808988406,0.9525718418184215,0.010596815343118626,0.7500983385516714
Z,single_kernel,8,1,0,0,exact,Z009,0.001,0.9381786986900353,0.6162044956750476,0.11982072932427168,0.49235652781869904
Z,single_kernel,8,1,0,0,exact,Z011,0.001,1.0172467963024139,0.8108561976058767,-0.03479104458752458,0.649711529147107
Z,single_kernel,8,1,0,0,exact,Z013,0.001,1.0256445422817515,0.6976231236696855,-0.051946727112343716,0.5602026940448925
Z,single_kernel,8,1,0,0,exact,Z019,0.001,0.9943820806543082,0.6345863250107077,0.011204277673608765,0.501746408046376
