set,model,horizon,shots,mean_nrmse,median_nrmse_inflation,mean_nrmse_inflation,paired_segment_ci95_low,paired_segment_ci95_high,median_relative_nrmse_inflation,mean_relative_nrmse_inflation,p90_relative_nrmse_inflation,useful_horizon,criterion,exact_useful_horizon,useful_horizon_change_from_exact
S,single_kernel,2,100,0.7619755595268144,0.35778232492376283,0.3971317972483973,0.33749000392945316,0.47016589654228685,1.1027557946852309,1.2211635655819963,2.1589901467725694,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,2,300,0.670975410587974,0.2722559072520745,0.3061316483095569,0.25692140752211784,0.36598562561680337,0.7872297069638873,0.9331795136140041,1.6642011798437868,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,2,1000,0.5970073052927821,0.20493382614905675,0.23216354301436495,0.19430814592335652,0.28113837625473,0.5994373451152071,0.7050663033734892,1.2194203270535884,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,2,3000,0.545525568049973,0.15892672562001456,0.18068180577155601,0.14946181589049432,0.22033619849240657,0.4685557176804942,0.5510005252268151,0.9715010087321294,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,2,10000,0.4977698425122179,0.1170973351219497,0.13292608023380081,0.10486057346446291,0.1659185189616045,0.3396991332490843,0.4072251745838206,0.7575610337186794,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,single_kernel,4,100,0.9555064509354964,0.19633402776641895,0.18305665119328793,0.11906491345114568,0.24265348368223166,0.2642173584368578,0.28576404400129746,0.5499468883065314,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,4,300,0.9304803724255735,0.172478365457828,0.15803057268336515,0.09576830545012593,0.20600358678257624,0.23234235090800484,0.24812309242786923,0.4617459833093521,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,4,1000,0.9121980451443011,0.14766920346468115,0.13974824540209274,0.07904813548326352,0.18741847896312375,0.20639389752511175,0.21956025568271598,0.40943444500791465,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,4,3000,0.8922127035531452,0.1339845880083795,0.11976290381093681,0.06844122476528948,0.1622713146875407,0.17890431122361725,0.18580949535457286,0.3614323069606376,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,4,10000,0.8648441903730698,0.09056155035416019,0.09239439063086138,0.05151903301236196,0.13138472000674958,0.11593610082872614,0.1416803338112586,0.3030759636810798,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,single_kernel,8,100,1.001651676115296,0.0458460842336023,0.058396402461259204,0.03041346816673333,0.08755229267738941,0.04865418665825555,0.06726560846984149,0.17472611795996734,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,8,300,0.9966050881849765,0.038437413877284346,0.053349814530939475,0.02713742691943703,0.07949457693839349,0.04194749400342515,0.0616006056062778,0.1595495078674948,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,8,1000,0.9931126967424591,0.03743255115678955,0.04985742308842197,0.02619226658821134,0.07718055108674646,0.038513960613516904,0.05786204752192204,0.14641363002156507,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,8,3000,0.9911752810819856,0.0344692719893333,0.047920007427948594,0.023432900769965872,0.07446606858958392,0.037954365429414105,0.0556907720774608,0.1432582652256311,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,8,10000,0.9850419151773877,0.0303479530853425,0.04178664152335072,0.019836116363623462,0.06436758222333994,0.0303433854050235,0.04864833145159473,0.1411585256153617,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,single_kernel,16,100,0.9907096364727842,0.00551667653703035,0.023774664521247338,0.007178090025163643,0.04273003798670395,0.005629499740734701,0.02590152105477663,0.09775522372506551,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,16,300,0.9847872603455017,0.00244342047918765,0.017852288393964806,0.0037980068264017123,0.03380199452686585,0.00259034389619195,0.019678213465330063,0.0852414581699508,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,16,1000,0.9820059686874933,0.0011101359193782,0.015070996735956682,0.0031258217502233405,0.028485844534107987,0.00114281299291175,0.016805810746461897,0.0805677756710916,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,16,3000,0.9811928379417395,0.00035851731080425,0.014257865990202815,0.0028605498196789115,0.028302031827348095,0.0003839169678264,0.015947155848219735,0.08069175346931001,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,16,10000,0.9805629341988187,0.00023708172191369998,0.013627962247282023,0.0018350227487068675,0.026562463177359465,0.0002361006276312,0.015281387333935203,0.0803147384491465,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,single_kernel,32,100,1.0077604272514937,0.003441412904537,0.00975237081480361,0.001323751871525422,0.019519788854174137,0.0034292773146900497,0.010240298829214466,0.04197245303952128,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,32,300,1.004824901361996,0.0031902161542321497,0.006816844925305879,0.00041711153898489915,0.01372400004955574,0.00320858512382915,0.007122969655437341,0.029673062459712192,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,32,1000,1.0025400905299906,0.0028425511427116997,0.004532034093300547,0.0004425925153240989,0.008997759184251494,0.00290607686822965,0.004760756641468071,0.021624720926796112,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,32,3000,1.0007672062935211,0.00143087864367485,0.0027591498568310733,0.0008427592450774338,0.004886188178618197,0.00144113907346765,0.00288295727226072,0.013282066558427064,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,32,10000,0.9987454950173952,0.0004138658526262,0.0007374385807052603,-0.0003823760954793414,0.001790773414171585,0.00040581281368055,0.0008219356403739623,0.005297617362782219,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,single_kernel,64,100,1.0112993367435592,0.00097076058096775,0.00278876438706855,0.00017872680501377307,0.0062185090555121935,0.0009669123391352001,0.0026914643107909257,0.0111767066112814,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,64,300,1.010177798140756,0.0005756042249056999,0.0016672257842652095,-0.00016489088659982898,0.003943192813671024,0.00057432906142105,0.0016066648664022976,0.007345296987389932,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,64,1000,1.0094500973966918,0.00013285669505675,0.0009395250402010946,-0.00039365302907749496,0.0025940822024154058,0.000132038340848,0.0009023473462618349,0.005932305047701581,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,64,3000,1.0092813825506095,2.2916991655685948e-05,0.0007708101941188301,-0.00028071451118323295,0.0019167423031259954,2.289318358849148e-05,0.0007385949273124245,0.004669264242214904,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,64,10000,1.00886239584732,4.392821083964993e-05,0.0003518234908291459,-0.00023892045652677428,0.0009605753535760925,4.38662425186304e-05,0.000340059722133564,0.002774087273377361,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
S,single_kernel,128,100,1.0085114952013752,0.0014708300366792,0.002816663860718785,-0.0008017478801782951,0.0069987690347775465,0.00146782825441825,0.0027950405635514667,0.011536180806100364,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,128,300,1.007550518472597,0.00088593758771175,0.0018556871319404791,-0.00137287386177584,0.005135238620510854,0.0008838272950395501,0.0018531659048607314,0.009580038126297952,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,128,1000,1.0072875769682381,0.0010382968047425,0.0015927456275818006,-0.0011280448356163096,0.00458796450846255,0.0010281174733742,0.0015933673999244575,0.008791298468981851,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,128,3000,1.006793292046677,0.00054034494929995,0.0010984607060206192,-0.0011956088037073718,0.0034797565089254427,0.0005373565162086001,0.001110250074459152,0.00819068028039688,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,-16.0
S,single_kernel,128,10000,1.0064288648978001,0.00041946061944305,0.00073403355714372,-0.0010403318204503483,0.002501998359573371,0.00041238778921145,0.0007478643430768911,0.0070888389273226025,32.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,32.0,0.0
Z,AB_noaux,1,100,0.6033890311055005,0.2788801827867353,0.28719671286304116,0.25543220720676546,0.3181319568092074,0.9906681599011862,0.9766729966586486,1.3714463721839554,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,AB_noaux,1,300,0.4984971129275748,0.17690905181638572,0.18230479468511557,0.15857313802111492,0.20604614008272149,0.6284531504513835,0.6220040381986032,0.8894950218400212,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,1,1000,0.42352903460124414,0.10478989510856859,0.10733671635878489,0.09140026904760021,0.12261024099307785,0.36454905171603214,0.36653665433158344,0.5411397171018129,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,1,3000,0.3809366915350108,0.0631104318429132,0.0647443732925515,0.0545308198418236,0.07600551350452676,0.21720967405113595,0.2207080770945711,0.3473927029036153,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,1,10000,0.35238434179006456,0.0355972996984852,0.036192023547605257,0.030246025115243727,0.042328752527432116,0.12320243800287295,0.12328664454206395,0.19847603866001254,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,2,100,0.7597515940918904,0.19770137658023845,0.19212340136906628,0.16372916883986272,0.21676696172836304,0.36054560840950967,0.3588496656434661,0.518001084824219,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,AB_noaux,2,300,0.7005467736764507,0.13979793261076034,0.13291858095362657,0.11016297925112654,0.1527932811622734,0.252493677755496,0.2486597200231261,0.3696590833871074,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,2,1000,0.6572582802141153,0.09404440396050055,0.08963008749129098,0.07054938088911639,0.10615193648369275,0.171538992350194,0.16786246385029083,0.26761098535726147,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,2,3000,0.6283349593794442,0.0621510439974432,0.06070676665661999,0.047053944009017745,0.0730654457488417,0.11711380304111266,0.11375859385009138,0.18886325596922743,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,2,10000,0.6041497951508716,0.0375629547392043,0.03652160242804737,0.028116433369260296,0.04407853609654729,0.06993437394826005,0.06864973871054901,0.1200317991627877,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,4,100,0.9417404282991235,0.07019871276578875,0.06313431826527209,0.044886722199492676,0.07960065686536931,0.07953240132498285,0.07568379880617662,0.13299422477917652,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,AB_noaux,4,300,0.9283372916336838,0.0567518053698909,0.049731181599832704,0.03312982129598092,0.06384176198609835,0.06432679919341755,0.059468163679234,0.1091908902565555,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,4,1000,0.9182100592755936,0.044962496402847954,0.039603949241742376,0.02590914804413626,0.051691512105606414,0.052221317805472955,0.04710283363734419,0.09055229878885339,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,4,3000,0.9101567943522983,0.034151836943092054,0.031550684318447014,0.019889632492663338,0.04156317524066858,0.039728553158844146,0.0373746161645042,0.0716233986521032,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,4,10000,0.8994046632726598,0.0221404613999486,0.020798553238808484,0.012470957327476431,0.027929350179564452,0.024920949121448002,0.0246176854843835,0.052437156208757475,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,8,100,0.992800944868628,0.0216634502195799,0.024671681858457573,0.016945130929220214,0.03280071809847448,0.02262226611088575,0.026023944902689784,0.06244009113280473,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,AB_noaux,8,300,0.9857864134292103,0.0156860414343089,0.017657150419039726,0.010990342724619986,0.025602959554541335,0.0161606265807543,0.018693934705170025,0.04815407974448612,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,8,1000,0.9806944634549016,0.01185689303711405,0.012565200444731249,0.008074029912624897,0.017745420908251236,0.0121254783186515,0.01324717296519062,0.03634495695830247,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,8,3000,0.97697431429863,0.0087409487094391,0.00884505128845961,0.005678473194701203,0.012203606502894655,0.0089947656789191,0.009281857908103012,0.024215990818830944,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,8,10000,0.9746303690813539,0.0068699322220138,0.006501106071183428,0.0034640138286729898,0.009437480442411272,0.00713024368172965,0.006841425466216151,0.019916547359231967,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,16,100,1.007401931446822,0.01621045360917195,0.01856205561551164,0.007650566583052736,0.030286662434504508,0.01682508118031465,0.019463955072909947,0.063361562429425,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,AB_noaux,16,300,0.9993011352820882,0.0077441755555222504,0.010461259450777619,-0.0021432336668851526,0.022671964682897058,0.007717008513244699,0.011257904246315236,0.052191008588108864,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,16,1000,0.9948945652703483,0.004425091516758749,0.0060546894390376355,-0.0038784609344943706,0.015097829001051824,0.00450404348092295,0.006616789873049648,0.03470435654454154,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,16,3000,0.9914554009547343,0.0020068332798823,0.002615525123423679,-0.006141427666410236,0.00982200161820714,0.0020221271989277,0.003054826583423805,0.025674105334861034,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,16,10000,0.9894432956154765,0.0001873500320375,0.0006034197841658745,-0.006812552398363798,0.0069429712185837805,0.0001819833417167,0.0009598807839185775,0.020079315492769992,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,32,100,1.061090300786201,0.01156947539268705,0.013977473873264258,0.005539504531929913,0.022423266021804535,0.01155382923971265,0.013696432387084486,0.045057715623674326,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,AB_noaux,32,300,1.0552513163266213,0.008173458007717349,0.00813848941368462,0.0006121568437199112,0.01602166969839996,0.007625155255969801,0.00811746638059434,0.03713795810066128,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,32,1000,1.0512224415310356,0.00575220497079445,0.004109614618098956,-0.00274855907829763,0.010623408217741949,0.0056217343289488506,0.004219994141226797,0.024671693752384028,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,32,3000,1.049075589852206,0.0032540543085167,0.00196276293926942,-0.003487648177240443,0.006957857095338545,0.0031615935154669,0.0020854927645174433,0.018476299469225826,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,32,10000,1.0468824248472555,0.00100837229781415,-0.00023040206568108215,-0.004255498627176162,0.0033520324330146524,0.00098598694742305,-6.566678168538815e-05,0.011873044107809556,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,64,100,1.0955872431316833,0.0109547535099866,0.009031363214419403,-0.001775985603278368,0.02011438162433036,0.01015063711224315,0.009095420639835232,0.04461393408812458,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,AB_noaux,64,300,1.0895348775812281,0.00741870222040105,0.002978997663964378,-0.008576098861240078,0.013359974199364869,0.0068746180313745,0.0036469964985680883,0.038276125347033216,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,64,1000,1.0860384345889706,0.0044672260638051,-0.000517445328293098,-0.0116238400456341,0.009755707015166648,0.00418052665839765,0.0004415138461276271,0.027712074749593214,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,64,3000,1.0837739288888584,0.00330354249137805,-0.002781951028405531,-0.013080413142667481,0.005966560974844895,0.003060432651745,-0.0017554009964394742,0.02039365246235638,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,64,10000,1.0820661974938117,0.00087191020740525,-0.004489682423451994,-0.015319595627997657,0.003961719694811144,0.0008214812918093,-0.003438346249161539,0.015600884795460611,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,128,100,1.1008824990264554,0.02211650469731615,0.01698519637579431,0.006916119664372266,0.026194457186708407,0.02084268694607955,0.016396449252301017,0.05185184127958574,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,AB_noaux,128,300,1.091143223418511,0.01529394292396485,0.007245920767850096,-0.006006493066437517,0.018647421817786034,0.01481840334337505,0.007908801633072714,0.03883124094585358,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,128,1000,1.0856102651256019,0.0116858138177231,0.001712962474940769,-0.013355901630206349,0.014179734768872758,0.011007924371832699,0.0029916394568758847,0.034946511251780964,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,128,3000,1.0822050609090499,0.009242363016409,-0.0016922417416111479,-0.01861122462420105,0.011205188457954538,0.00882072609880305,-0.00012360934469308118,0.027110975555895984,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,AB_noaux,128,10000,1.0798694951868937,0.005222597237881949,-0.004027807463767385,-0.0194930215336557,0.008189685729026093,0.0049405558450038994,-0.0023542675404745455,0.022725345258925802,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,QRC_K0,1,100,0.6050155590260522,0.33698596445848383,0.3372728691590302,0.30356823105057423,0.37057978732041563,1.4580217001337024,1.3748097041898615,1.8431847581330296,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,1,300,0.49677580058741266,0.2316607151137575,0.2290331107203907,0.201374166026539,0.2561918759239727,0.9950061039086099,0.9372209735875754,1.269404837160933,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,1,1000,0.4083877653125888,0.13713377633043775,0.14064507544556676,0.12112178333460281,0.16043697745140095,0.5919809066868562,0.5770277071430258,0.8231199652096873,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,1,3000,0.3544734410820135,0.08354193353109371,0.08673075121499145,0.07388965339868825,0.10041601368524022,0.3573056855627776,0.35552574821241006,0.5425512697148425,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,1,10000,0.31694755964875476,0.0472132784962144,0.049204869781732746,0.04192852239856377,0.05700418320382813,0.1954607135421303,0.20174673347298824,0.3306241714065537,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,QRC_K0,2,100,0.7666063010687622,0.26361568764665577,0.25741150959122516,0.22692510466406324,0.2863731195475562,0.5460306603762891,0.5351560635814332,0.7436598705137365,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,2,300,0.6991962832463962,0.19549008214751334,0.1900014917688592,0.16282621204383457,0.21619952350974805,0.4099305654849055,0.3955987354968418,0.5522642804060401,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,2,1000,0.6390268167673427,0.12792041120388195,0.12983202528980584,0.10873243628155495,0.15049394336981262,0.27378980022597194,0.27083528895761544,0.40229274861167813,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,2,3000,0.5970458499999137,0.0859123394642982,0.08785105852237687,0.07176005147640152,0.1039772341522382,0.1826520774204373,0.1833494225902894,0.29604303740722926,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,2,10000,0.563061668710677,0.05038796107111655,0.05386687723314004,0.0429931606477955,0.06431168512475649,0.10772109204027575,0.11254832103852823,0.19625671105112422,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,QRC_K0,4,100,0.9557861161222583,0.09207021142093486,0.08845322009684739,0.0663718596810653,0.10842568235740989,0.10723139124001249,0.10677230095079014,0.19570654990184855,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,4,300,0.9381714573950086,0.07504841503878765,0.07083856136959749,0.051454775857186344,0.08750396416009985,0.08684067304180584,0.08542411883214612,0.15581104728528095,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,4,1000,0.921977791857135,0.056597634100779295,0.054644895831724064,0.03791831407640043,0.07021501203516903,0.06548849885960795,0.06559378091184832,0.11762676366513469,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,4,3000,0.9092266861646315,0.0419286609450068,0.041893790139220566,0.02991723533193343,0.05433022993307547,0.0488602862691775,0.04999619685389235,0.09265724303278143,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,4,10000,0.8973633621039826,0.02791207585129095,0.030030466078571707,0.020103948747768673,0.039934605350283155,0.0327851817598189,0.03558346226098892,0.07297258730555799,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,QRC_K0,8,100,1.0078122832859773,0.03069488621240905,0.0365001564644914,0.02494683526179989,0.048202994788721455,0.03177876670208975,0.038172920792600755,0.09866073220032856,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,8,300,1.000155867566586,0.0249692207035981,0.028843740745099922,0.020325002697863827,0.03740433136541091,0.026002898167576602,0.03028210160719332,0.076631361332465,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,8,1000,0.9903844265761262,0.015716338894642398,0.019072299754640167,0.013580951445187676,0.025342316548267674,0.01636483590579455,0.019994463860015868,0.05330308406061851,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,8,3000,0.9848644239333195,0.01136971274515045,0.013552297111833601,0.009292789529048877,0.017521382030384853,0.0118384024966635,0.01423877735701598,0.03755288464756578,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,8,10000,0.9800697544547942,0.00678957441061165,0.00875762763330827,0.005832517684402317,0.011447348360004748,0.0070795936131455,0.009186681538567762,0.026479330989706493,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,QRC_K0,16,100,1.0221737076935657,0.0201609371178945,0.02713753929681241,0.017600072864909402,0.036672716988482706,0.02082508007340185,0.027361273723970476,0.06652984404813014,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,16,300,1.0131491540420736,0.01427979746361405,0.018112985645320153,0.01140753431399371,0.025659409638831454,0.01467214885655105,0.01828830929684535,0.0488305665283854,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,16,1000,1.005022530701681,0.008060830040315,0.009986362304927414,0.0060161855451048175,0.014613480537425503,0.0082567601828624,0.010097864514900653,0.03070661713448004,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,16,3000,1.0010066960981907,0.0049225722529804995,0.005970527701437122,0.002951527233277849,0.009020634487852357,0.0051111322820211,0.006069460457572416,0.02054788631339146,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
Z,QRC_K0,16,10000,0.9985865128759712,0.0031617978873378,0.0035503444792178143,0.0013443527450668162,0.005868431402152582,0.0031985093175677,0.0036269709680657666,0.015506590890212012,16.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,0.0
Z,QRC_K0,32,100,1.0838977533006133,0.01734971933724275,0.02319457579419148,0.012521597342092346,0.03551008934856153,0.01630300526570195,0.021395333595688435,0.05272534905021576,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,32,300,1.0765847303194684,0.011605359732627999,0.015881552813046595,0.007985271038002903,0.024575647221507683,0.0108929488138398,0.014668960626253214,0.034187069606425334,4.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-12.0
Z,QRC_K0,32,1000,1.0706394247446316,0.00723308538519365,0.009936247238209689,0.005479515662664782,0.014663511363264697,0.006726337062301,0.00923187007027458,0.022786066295276283,8.0,mean NRMSE < 1 and paired-bootstrap lower CI(persistence-model) > 0,16.0,-8.0
