seed,r,u0,epsilon,is_confirmatory_epsilon,tangent_impulse_relative_frobenius,tangent_step_relative_frobenius,separable_impulse_relative_frobenius,separable_step_relative_frobenius,valid,K,past_mass,git_commit,config_sha256,protocol_sha256
1,0.7,0.5,0.003,False,0.0006570560167557175,0.0016498263652514101,0.40411468667783657,0.05067995058845046,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.7,0.5,0.01,False,0.0021913845472413397,0.00550840773392794,0.4043430317808846,0.0517818616457149,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.5,1e-05,False,2.237566665216423e-06,5.3873181765668784e-06,0.43612745310880735,0.08148574282083677,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.5,3e-05,False,6.712663347720823e-06,1.6163003687609677e-05,0.4361280635994251,0.08148859959545408,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.5,0.0001,True,2.237559071642855e-05,5.387863574629529e-05,0.4361302006607833,0.08149860953710691,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.5,0.0003,False,6.712761559335264e-05,0.000161644654014402,0.43613631000406655,0.08152730616567908,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.5,0.001,False,0.00022376897083034927,0.0005389077976875192,0.43615773335829633,0.08162887202467004,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.5,0.003,False,0.0006713950222566508,0.0016175055609789692,0.436219291298651,0.08192868948311548,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
1,0.9,0.5,0.01,False,0.0022390143030489827,0.005400782641224166,0.4364388099904107,0.0830888850669241,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
2,0.7,-0.5,1e-05,False,6.885447076669501e-06,2.4898504135188166e-05,0.3720067564680536,0.17893504677523256,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
2,0.7,-0.5,3e-05,False,2.065399409853759e-05,7.469613785213704e-05,0.372004500460028,0.17888827286910486,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
2,0.7,-0.5,0.0001,True,6.884622224070621e-05,0.0002489556380508815,0.3719966080199841,0.17872463188156945,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
2,0.7,-0.5,0.0003,False,0.0002065332922591305,0.000746562044292974,0.3719740880528681,0.17825766915073007,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
2,0.7,-0.5,0.001,False,0.0006883722657519876,0.00248494518774462,0.3718956171917857,0.17663013202502276,True,15,0.3,cfb8e08f769bfe5cc2961e3a93421a8490cc9796,e78b988afa66247e10d48da3e4fa69361eca6daca1a4d41d487e79c2a8ab763d,a383649cbc6ebc418d984f6026f983148fb75321f8e9c112b87a20ea3c1d1418
