construction,set,horizon,seed,segment_id,nrmse,rmse,r2,mae
NVAR2,Z,16,7,Z035,0.822256668389093,0.9591375850842258,0.32389397128966935,0.7510070209580647
NVAR2,Z,16,7,Z037,0.9565760007493027,0.9086985485840815,0.08496235479046998,0.7249287785880972
NVAR2,Z,16,7,Z067,0.9507421343570877,0.9317948004175582,0.09608939395812954,0.7408349350641579
NVAR2,Z,16,7,Z068,0.9733293029883239,0.8424290351049019,0.0526300679442635,0.6710060060204053
NVAR2,Z,16,7,Z072,0.9842634883174989,0.9282843141641476,0.03122538556506893,0.7385507026249178
NVAR2,Z,16,7,Z073,1.1167258861779,0.5876149241686875,-0.2470767048598157,0.4663606876075907
NVAR2,Z,16,7,Z075,0.9607591787465684,0.868185565857139,0.0769418004542195,0.6900030997895684
NVAR2,Z,16,7,Z077,0.9658525552155818,1.0268990161268965,0.06712884158353183,0.8075587519279386
NVAR2,Z,16,7,Z080,1.1510635308812724,0.537249327121766,-0.32494725212486175,0.4338452158774416
NVAR2,Z,16,7,Z082,0.9985274286045712,1.0012338416997575,0.002942974324342651,0.7874170593724958
NVAR2,Z,16,7,Z083,1.0538237766767056,0.6588776279582412,-0.11054455228915505,0.5232247333151979
NVAR2,Z,16,8,Z005,0.9209127001877055,0.8629943957228299,0.151919798632989,0.6757791381270021
NVAR2,Z,16,8,Z007,0.995577033342022,0.9533965207154221,0.00882637068189851,0.7458596487595303
NVAR2,Z,16,8,Z009,0.9987938677460241,0.6562675263747106,0.002410809752937615,0.5234987595911568
NVAR2,Z,16,8,Z011,1.0509000036807323,0.8366817125590655,-0.10439081773616321,0.6686478760720224
NVAR2,Z,16,8,Z013,1.0722547146810686,0.7297025941759326,-0.14973017315577963,0.5851136813264723
NVAR2,Z,16,8,Z019,1.0379511627128137,0.6628177459464516,-0.0773426161768822,0.526185112226529
NVAR2,Z,16,8,Z028,1.051271197534443,0.7354837629768329,-0.10517113076550189,0.5859895928760346
NVAR2,Z,16,8,Z030,1.020350349983953,1.1162795262765137,-0.0411148367123757,0.8846877831826769
NVAR2,Z,16,8,Z034,1.004401374919459,0.9039175420098801,-0.008822121940099681,0.7150998153574076
NVAR2,Z,16,8,Z035,0.822256668389093,0.9591375850842258,0.32389397128966935,0.7510070209580647
NVAR2,Z,16,8,Z037,0.9565760007493027,0.9086985485840815,0.08496235479046998,0.7249287785880972
NVAR2,Z,16,8,Z067,0.9507421343570877,0.9317948004175582,0.09608939395812954,0.7408349350641579
NVAR2,Z,16,8,Z068,0.9733293029883239,0.8424290351049019,0.0526300679442635,0.6710060060204053
NVAR2,Z,16,8,Z072,0.9842634883174989,0.9282843141641476,0.03122538556506893,0.7385507026249178
NVAR2,Z,16,8,Z073,1.1167258861779,0.5876149241686875,-0.2470767048598157,0.4663606876075907
NVAR2,Z,16,8,Z075,0.9607591787465684,0.868185565857139,0.0769418004542195,0.6900030997895684
NVAR2,Z,16,8,Z077,0.9658525552155818,1.0268990161268965,0.06712884158353183,0.8075587519279386
NVAR2,Z,16,8,Z080,1.1510635308812724,0.537249327121766,-0.32494725212486175,0.4338452158774416
NVAR2,Z,16,8,Z082,0.9985274286045712,1.0012338416997575,0.002942974324342651,0.7874170593724958
NVAR2,Z,16,8,Z083,1.0538237766767056,0.6588776279582412,-0.11054455228915505,0.5232247333151979
NVAR2,Z,16,9,Z005,0.9209127001877055,0.8629943957228299,0.151919798632989,0.6757791381270021
NVAR2,Z,16,9,Z007,0.995577033342022,0.9533965207154221,0.00882637068189851,0.7458596487595303
NVAR2,Z,16,9,Z009,0.9987938677460241,0.6562675263747106,0.002410809752937615,0.5234987595911568
NVAR2,Z,16,9,Z011,1.0509000036807323,0.8366817125590655,-0.10439081773616321,0.6686478760720224
NVAR2,Z,16,9,Z013,1.0722547146810686,0.7297025941759326,-0.14973017315577963,0.5851136813264723
NVAR2,Z,16,9,Z019,1.0379511627128137,0.6628177459464516,-0.0773426161768822,0.526185112226529
NVAR2,Z,16,9,Z028,1.051271197534443,0.7354837629768329,-0.10517113076550189,0.5859895928760346
NVAR2,Z,16,9,Z030,1.020350349983953,1.1162795262765137,-0.0411148367123757,0.8846877831826769
NVAR2,Z,16,9,Z034,1.004401374919459,0.9039175420098801,-0.008822121940099681,0.7150998153574076
NVAR2,Z,16,9,Z035,0.822256668389093,0.9591375850842258,0.32389397128966935,0.7510070209580647
NVAR2,Z,16,9,Z037,0.9565760007493027,0.9086985485840815,0.08496235479046998,0.7249287785880972
NVAR2,Z,16,9,Z067,0.9507421343570877,0.9317948004175582,0.09608939395812954,0.7408349350641579
NVAR2,Z,16,9,Z068,0.9733293029883239,0.8424290351049019,0.0526300679442635,0.6710060060204053
NVAR2,Z,16,9,Z072,0.9842634883174989,0.9282843141641476,0.03122538556506893,0.7385507026249178
NVAR2,Z,16,9,Z073,1.1167258861779,0.5876149241686875,-0.2470767048598157,0.4663606876075907
NVAR2,Z,16,9,Z075,0.9607591787465684,0.868185565857139,0.0769418004542195,0.6900030997895684
NVAR2,Z,16,9,Z077,0.9658525552155818,1.0268990161268965,0.06712884158353183,0.8075587519279386
NVAR2,Z,16,9,Z080,1.1510635308812724,0.537249327121766,-0.32494725212486175,0.4338452158774416
NVAR2,Z,16,9,Z082,0.9985274286045712,1.0012338416997575,0.002942974324342651,0.7874170593724958
NVAR2,Z,16,9,Z083,1.0538237766767056,0.6588776279582412,-0.11054455228915505,0.5232247333151979
NVAR2,Z,16,10,Z005,0.9209127001877055,0.8629943957228299,0.151919798632989,0.6757791381270021
NVAR2,Z,16,10,Z007,0.995577033342022,0.9533965207154221,0.00882637068189851,0.7458596487595303
NVAR2,Z,16,10,Z009,0.9987938677460241,0.6562675263747106,0.002410809752937615,0.5234987595911568
NVAR2,Z,16,10,Z011,1.0509000036807323,0.8366817125590655,-0.10439081773616321,0.6686478760720224
NVAR2,Z,16,10,Z013,1.0722547146810686,0.7297025941759326,-0.14973017315577963,0.5851136813264723
NVAR2,Z,16,10,Z019,1.0379511627128137,0.6628177459464516,-0.0773426161768822,0.526185112226529
NVAR2,Z,16,10,Z028,1.051271197534443,0.7354837629768329,-0.10517113076550189,0.5859895928760346
NVAR2,Z,16,10,Z030,1.020350349983953,1.1162795262765137,-0.0411148367123757,0.8846877831826769
NVAR2,Z,16,10,Z034,1.004401374919459,0.9039175420098801,-0.008822121940099681,0.7150998153574076
NVAR2,Z,16,10,Z035,0.822256668389093,0.9591375850842258,0.32389397128966935,0.7510070209580647
NVAR2,Z,16,10,Z037,0.9565760007493027,0.9086985485840815,0.08496235479046998,0.7249287785880972
NVAR2,Z,16,10,Z067,0.9507421343570877,0.9317948004175582,0.09608939395812954,0.7408349350641579
NVAR2,Z,16,10,Z068,0.9733293029883239,0.8424290351049019,0.0526300679442635,0.6710060060204053
NVAR2,Z,16,10,Z072,0.9842634883174989,0.9282843141641476,0.03122538556506893,0.7385507026249178
NVAR2,Z,16,10,Z073,1.1167258861779,0.5876149241686875,-0.2470767048598157,0.4663606876075907
NVAR2,Z,16,10,Z075,0.9607591787465684,0.868185565857139,0.0769418004542195,0.6900030997895684
NVAR2,Z,16,10,Z077,0.9658525552155818,1.0268990161268965,0.06712884158353183,0.8075587519279386
NVAR2,Z,16,10,Z080,1.1510635308812724,0.537249327121766,-0.32494725212486175,0.4338452158774416
NVAR2,Z,16,10,Z082,0.9985274286045712,1.0012338416997575,0.002942974324342651,0.7874170593724958
NVAR2,Z,16,10,Z083,1.0538237766767056,0.6588776279582412,-0.11054455228915505,0.5232247333151979
tapped_delay,Z,16,1,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,1,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,1,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,1,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,1,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,1,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,1,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,1,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
tapped_delay,Z,16,1,Z034,0.9997946777126112,0.8997717149331982,0.0004106024175358769,0.7122616501768991
tapped_delay,Z,16,1,Z035,0.8094193119058471,0.9441631962229861,0.3448403775138651,0.7411342018048812
tapped_delay,Z,16,1,Z037,0.9539261847026903,0.9061813581113064,0.09002483413856865,0.7265179100658338
tapped_delay,Z,16,1,Z067,0.9396735733745146,0.920946824716302,0.11701357550157077,0.7326285705293415
tapped_delay,Z,16,1,Z068,0.9729886959952461,0.8421342353699637,0.05329299746547045,0.6695872902273886
tapped_delay,Z,16,1,Z072,0.9933317784938883,0.9368368528155822,0.0132919778341688,0.7448644081013439
tapped_delay,Z,16,1,Z073,1.181485292787586,0.6216909622324258,-0.39590749707336803,0.497941365623892
tapped_delay,Z,16,1,Z075,0.969380737139286,0.8759763970220488,0.060300986463294626,0.6969106718359569
tapped_delay,Z,16,1,Z077,0.9648887853693199,1.025874331456804,0.06898963186851836,0.808586681029583
tapped_delay,Z,16,1,Z080,1.2269201382697976,0.5726547675547743,-0.5053330256919792,0.46540138280286386
tapped_delay,Z,16,1,Z082,1.0018805963705057,1.0045960979062216,-0.003764729383720411,0.7903674873240493
tapped_delay,Z,16,1,Z083,1.0855661546899424,0.6787237760467479,-0.17845387620830833,0.5399698470325607
tapped_delay,Z,16,2,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,2,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,2,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,2,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,2,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,2,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,2,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,2,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
tapped_delay,Z,16,2,Z034,0.9997946777126112,0.8997717149331982,0.0004106024175358769,0.7122616501768991
tapped_delay,Z,16,2,Z035,0.8094193119058471,0.9441631962229861,0.3448403775138651,0.7411342018048812
tapped_delay,Z,16,2,Z037,0.9539261847026903,0.9061813581113064,0.09002483413856865,0.7265179100658338
tapped_delay,Z,16,2,Z067,0.9396735733745146,0.920946824716302,0.11701357550157077,0.7326285705293415
tapped_delay,Z,16,2,Z068,0.9729886959952461,0.8421342353699637,0.05329299746547045,0.6695872902273886
tapped_delay,Z,16,2,Z072,0.9933317784938883,0.9368368528155822,0.0132919778341688,0.7448644081013439
tapped_delay,Z,16,2,Z073,1.181485292787586,0.6216909622324258,-0.39590749707336803,0.497941365623892
tapped_delay,Z,16,2,Z075,0.969380737139286,0.8759763970220488,0.060300986463294626,0.6969106718359569
tapped_delay,Z,16,2,Z077,0.9648887853693199,1.025874331456804,0.06898963186851836,0.808586681029583
tapped_delay,Z,16,2,Z080,1.2269201382697976,0.5726547675547743,-0.5053330256919792,0.46540138280286386
tapped_delay,Z,16,2,Z082,1.0018805963705057,1.0045960979062216,-0.003764729383720411,0.7903674873240493
tapped_delay,Z,16,2,Z083,1.0855661546899424,0.6787237760467479,-0.17845387620830833,0.5399698470325607
tapped_delay,Z,16,3,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,3,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,3,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,3,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,3,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,3,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,3,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,3,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
tapped_delay,Z,16,3,Z034,0.9997946777126112,0.8997717149331982,0.0004106024175358769,0.7122616501768991
tapped_delay,Z,16,3,Z035,0.8094193119058471,0.9441631962229861,0.3448403775138651,0.7411342018048812
tapped_delay,Z,16,3,Z037,0.9539261847026903,0.9061813581113064,0.09002483413856865,0.7265179100658338
tapped_delay,Z,16,3,Z067,0.9396735733745146,0.920946824716302,0.11701357550157077,0.7326285705293415
tapped_delay,Z,16,3,Z068,0.9729886959952461,0.8421342353699637,0.05329299746547045,0.6695872902273886
tapped_delay,Z,16,3,Z072,0.9933317784938883,0.9368368528155822,0.0132919778341688,0.7448644081013439
tapped_delay,Z,16,3,Z073,1.181485292787586,0.6216909622324258,-0.39590749707336803,0.497941365623892
tapped_delay,Z,16,3,Z075,0.969380737139286,0.8759763970220488,0.060300986463294626,0.6969106718359569
tapped_delay,Z,16,3,Z077,0.9648887853693199,1.025874331456804,0.06898963186851836,0.808586681029583
tapped_delay,Z,16,3,Z080,1.2269201382697976,0.5726547675547743,-0.5053330256919792,0.46540138280286386
tapped_delay,Z,16,3,Z082,1.0018805963705057,1.0045960979062216,-0.003764729383720411,0.7903674873240493
tapped_delay,Z,16,3,Z083,1.0855661546899424,0.6787237760467479,-0.17845387620830833,0.5399698470325607
tapped_delay,Z,16,4,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,4,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,4,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,4,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,4,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,4,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,4,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,4,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
tapped_delay,Z,16,4,Z034,0.9997946777126112,0.8997717149331982,0.0004106024175358769,0.7122616501768991
tapped_delay,Z,16,4,Z035,0.8094193119058471,0.9441631962229861,0.3448403775138651,0.7411342018048812
tapped_delay,Z,16,4,Z037,0.9539261847026903,0.9061813581113064,0.09002483413856865,0.7265179100658338
tapped_delay,Z,16,4,Z067,0.9396735733745146,0.920946824716302,0.11701357550157077,0.7326285705293415
tapped_delay,Z,16,4,Z068,0.9729886959952461,0.8421342353699637,0.05329299746547045,0.6695872902273886
tapped_delay,Z,16,4,Z072,0.9933317784938883,0.9368368528155822,0.0132919778341688,0.7448644081013439
tapped_delay,Z,16,4,Z073,1.181485292787586,0.6216909622324258,-0.39590749707336803,0.497941365623892
tapped_delay,Z,16,4,Z075,0.969380737139286,0.8759763970220488,0.060300986463294626,0.6969106718359569
tapped_delay,Z,16,4,Z077,0.9648887853693199,1.025874331456804,0.06898963186851836,0.808586681029583
tapped_delay,Z,16,4,Z080,1.2269201382697976,0.5726547675547743,-0.5053330256919792,0.46540138280286386
tapped_delay,Z,16,4,Z082,1.0018805963705057,1.0045960979062216,-0.003764729383720411,0.7903674873240493
tapped_delay,Z,16,4,Z083,1.0855661546899424,0.6787237760467479,-0.17845387620830833,0.5399698470325607
tapped_delay,Z,16,5,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,5,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,5,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,5,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,5,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,5,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,5,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,5,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
tapped_delay,Z,16,5,Z034,0.9997946777126112,0.8997717149331982,0.0004106024175358769,0.7122616501768991
tapped_delay,Z,16,5,Z035,0.8094193119058471,0.9441631962229861,0.3448403775138651,0.7411342018048812
tapped_delay,Z,16,5,Z037,0.9539261847026903,0.9061813581113064,0.09002483413856865,0.7265179100658338
tapped_delay,Z,16,5,Z067,0.9396735733745146,0.920946824716302,0.11701357550157077,0.7326285705293415
tapped_delay,Z,16,5,Z068,0.9729886959952461,0.8421342353699637,0.05329299746547045,0.6695872902273886
tapped_delay,Z,16,5,Z072,0.9933317784938883,0.9368368528155822,0.0132919778341688,0.7448644081013439
tapped_delay,Z,16,5,Z073,1.181485292787586,0.6216909622324258,-0.39590749707336803,0.497941365623892
tapped_delay,Z,16,5,Z075,0.969380737139286,0.8759763970220488,0.060300986463294626,0.6969106718359569
tapped_delay,Z,16,5,Z077,0.9648887853693199,1.025874331456804,0.06898963186851836,0.808586681029583
tapped_delay,Z,16,5,Z080,1.2269201382697976,0.5726547675547743,-0.5053330256919792,0.46540138280286386
tapped_delay,Z,16,5,Z082,1.0018805963705057,1.0045960979062216,-0.003764729383720411,0.7903674873240493
tapped_delay,Z,16,5,Z083,1.0855661546899424,0.6787237760467479,-0.17845387620830833,0.5399698470325607
tapped_delay,Z,16,6,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,6,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,6,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,6,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,6,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,6,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,6,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,6,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
tapped_delay,Z,16,6,Z034,0.9997946777126112,0.8997717149331982,0.0004106024175358769,0.7122616501768991
tapped_delay,Z,16,6,Z035,0.8094193119058471,0.9441631962229861,0.3448403775138651,0.7411342018048812
tapped_delay,Z,16,6,Z037,0.9539261847026903,0.9061813581113064,0.09002483413856865,0.7265179100658338
tapped_delay,Z,16,6,Z067,0.9396735733745146,0.920946824716302,0.11701357550157077,0.7326285705293415
tapped_delay,Z,16,6,Z068,0.9729886959952461,0.8421342353699637,0.05329299746547045,0.6695872902273886
tapped_delay,Z,16,6,Z072,0.9933317784938883,0.9368368528155822,0.0132919778341688,0.7448644081013439
tapped_delay,Z,16,6,Z073,1.181485292787586,0.6216909622324258,-0.39590749707336803,0.497941365623892
tapped_delay,Z,16,6,Z075,0.969380737139286,0.8759763970220488,0.060300986463294626,0.6969106718359569
tapped_delay,Z,16,6,Z077,0.9648887853693199,1.025874331456804,0.06898963186851836,0.808586681029583
tapped_delay,Z,16,6,Z080,1.2269201382697976,0.5726547675547743,-0.5053330256919792,0.46540138280286386
tapped_delay,Z,16,6,Z082,1.0018805963705057,1.0045960979062216,-0.003764729383720411,0.7903674873240493
tapped_delay,Z,16,6,Z083,1.0855661546899424,0.6787237760467479,-0.17845387620830833,0.5399698470325607
tapped_delay,Z,16,7,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,7,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,7,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,7,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,7,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,7,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,7,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,7,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
tapped_delay,Z,16,7,Z034,0.9997946777126112,0.8997717149331982,0.0004106024175358769,0.7122616501768991
tapped_delay,Z,16,7,Z035,0.8094193119058471,0.9441631962229861,0.3448403775138651,0.7411342018048812
tapped_delay,Z,16,7,Z037,0.9539261847026903,0.9061813581113064,0.09002483413856865,0.7265179100658338
tapped_delay,Z,16,7,Z067,0.9396735733745146,0.920946824716302,0.11701357550157077,0.7326285705293415
tapped_delay,Z,16,7,Z068,0.9729886959952461,0.8421342353699637,0.05329299746547045,0.6695872902273886
tapped_delay,Z,16,7,Z072,0.9933317784938883,0.9368368528155822,0.0132919778341688,0.7448644081013439
tapped_delay,Z,16,7,Z073,1.181485292787586,0.6216909622324258,-0.39590749707336803,0.497941365623892
tapped_delay,Z,16,7,Z075,0.969380737139286,0.8759763970220488,0.060300986463294626,0.6969106718359569
tapped_delay,Z,16,7,Z077,0.9648887853693199,1.025874331456804,0.06898963186851836,0.808586681029583
tapped_delay,Z,16,7,Z080,1.2269201382697976,0.5726547675547743,-0.5053330256919792,0.46540138280286386
tapped_delay,Z,16,7,Z082,1.0018805963705057,1.0045960979062216,-0.003764729383720411,0.7903674873240493
tapped_delay,Z,16,7,Z083,1.0855661546899424,0.6787237760467479,-0.17845387620830833,0.5399698470325607
tapped_delay,Z,16,8,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,8,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,8,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,8,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,8,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,8,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,8,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,8,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
tapped_delay,Z,16,8,Z034,0.9997946777126112,0.8997717149331982,0.0004106024175358769,0.7122616501768991
tapped_delay,Z,16,8,Z035,0.8094193119058471,0.9441631962229861,0.3448403775138651,0.7411342018048812
tapped_delay,Z,16,8,Z037,0.9539261847026903,0.9061813581113064,0.09002483413856865,0.7265179100658338
tapped_delay,Z,16,8,Z067,0.9396735733745146,0.920946824716302,0.11701357550157077,0.7326285705293415
tapped_delay,Z,16,8,Z068,0.9729886959952461,0.8421342353699637,0.05329299746547045,0.6695872902273886
tapped_delay,Z,16,8,Z072,0.9933317784938883,0.9368368528155822,0.0132919778341688,0.7448644081013439
tapped_delay,Z,16,8,Z073,1.181485292787586,0.6216909622324258,-0.39590749707336803,0.497941365623892
tapped_delay,Z,16,8,Z075,0.969380737139286,0.8759763970220488,0.060300986463294626,0.6969106718359569
tapped_delay,Z,16,8,Z077,0.9648887853693199,1.025874331456804,0.06898963186851836,0.808586681029583
tapped_delay,Z,16,8,Z080,1.2269201382697976,0.5726547675547743,-0.5053330256919792,0.46540138280286386
tapped_delay,Z,16,8,Z082,1.0018805963705057,1.0045960979062216,-0.003764729383720411,0.7903674873240493
tapped_delay,Z,16,8,Z083,1.0855661546899424,0.6787237760467479,-0.17845387620830833,0.5399698470325607
tapped_delay,Z,16,9,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,9,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,9,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,9,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,9,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,9,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,9,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,9,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
tapped_delay,Z,16,9,Z034,0.9997946777126112,0.8997717149331982,0.0004106024175358769,0.7122616501768991
tapped_delay,Z,16,9,Z035,0.8094193119058471,0.9441631962229861,0.3448403775138651,0.7411342018048812
tapped_delay,Z,16,9,Z037,0.9539261847026903,0.9061813581113064,0.09002483413856865,0.7265179100658338
tapped_delay,Z,16,9,Z067,0.9396735733745146,0.920946824716302,0.11701357550157077,0.7326285705293415
tapped_delay,Z,16,9,Z068,0.9729886959952461,0.8421342353699637,0.05329299746547045,0.6695872902273886
tapped_delay,Z,16,9,Z072,0.9933317784938883,0.9368368528155822,0.0132919778341688,0.7448644081013439
tapped_delay,Z,16,9,Z073,1.181485292787586,0.6216909622324258,-0.39590749707336803,0.497941365623892
tapped_delay,Z,16,9,Z075,0.969380737139286,0.8759763970220488,0.060300986463294626,0.6969106718359569
tapped_delay,Z,16,9,Z077,0.9648887853693199,1.025874331456804,0.06898963186851836,0.808586681029583
tapped_delay,Z,16,9,Z080,1.2269201382697976,0.5726547675547743,-0.5053330256919792,0.46540138280286386
tapped_delay,Z,16,9,Z082,1.0018805963705057,1.0045960979062216,-0.003764729383720411,0.7903674873240493
tapped_delay,Z,16,9,Z083,1.0855661546899424,0.6787237760467479,-0.17845387620830833,0.5399698470325607
tapped_delay,Z,16,10,Z005,0.9126789247722032,0.8552784612615388,0.1670171802766549,0.6699082433554099
tapped_delay,Z,16,10,Z007,0.99529283759406,0.9531243657457564,0.009392167433964205,0.7467007588888702
tapped_delay,Z,16,10,Z009,0.9989356802030432,0.6563607056716432,0.0021275068172833533,0.5220980253941226
tapped_delay,Z,16,10,Z011,1.0500608605076678,0.8360136225936428,-0.10262781077010374,0.6674860965866602
tapped_delay,Z,16,10,Z013,1.0782943574549035,0.7338127584303973,-0.1627187213190835,0.5859336044231462
tapped_delay,Z,16,10,Z019,1.0478407280427635,0.6691330521341292,-0.0979701913451887,0.534535587213331
tapped_delay,Z,16,10,Z028,1.0647514761295511,0.7449147509562989,-0.1336957059200583,0.5922441191965024
tapped_delay,Z,16,10,Z030,1.0356670336147995,1.133036222001504,-0.07260620451647837,0.899729469696212
