construction,set,horizon,seed,segment_id,nrmse,rmse,r2,mae
persistence,Z,1,3,Z019,0.2978987863572854,0.18999098448134963,0.9112563130868564,0.15048588529873963
persistence,Z,1,3,Z028,0.3246478475880547,0.2267942447267622,0.8946037750564432,0.176589529150074
persistence,Z,1,3,Z030,0.6315576290901201,0.6906180923171317,0.6011349611380663,0.5498958300963899
persistence,Z,1,3,Z034,0.4570489648438246,0.41090214360105565,0.7911062437351883,0.32470235591687413
persistence,Z,1,3,Z035,0.2557216671973179,0.29799541079251257,0.9346064289258241,0.238294198612891
persistence,Z,1,3,Z037,0.35572101716409266,0.3383483000941952,0.8734625579477433,0.2682894525513105
persistence,Z,1,3,Z067,0.3292822091359279,0.32258102520068094,0.891573226746563,0.257391914780994
persistence,Z,1,3,Z068,0.37830727847673745,0.3270065504563901,0.8568836030515242,0.25782431590178123
persistence,Z,1,3,Z072,0.4372031587645025,0.4121162236243063,0.8088533979663413,0.32611280719182295
persistence,Z,1,3,Z073,0.3934529904882041,0.20673040929580075,0.8451947442758891,0.16221219188389832
persistence,Z,1,3,Z075,0.3352923449853891,0.30253678817970164,0.8875790433941988,0.240167936802969
persistence,Z,1,3,Z077,0.35572875278373683,0.3784921249934794,0.873457054442927,0.29745079004249747
persistence,Z,1,3,Z080,0.4182007562577015,0.19507279790261686,0.8251081274654866,0.15542761239345093
persistence,Z,1,3,Z082,0.4494525092020198,0.4507752036874157,0.7979924419720082,0.35634485222019735
persistence,Z,1,3,Z083,0.3705598310545949,0.231669301584397,0.8626854116087901,0.18128931752244004
persistence,Z,1,4,Z005,0.36785120293479634,0.34476625061593585,0.8646854924994233,0.2694785556334754
persistence,Z,1,4,Z007,0.4232588392961318,0.406333658656367,0.8208519549576913,0.3229830466985058
persistence,Z,1,4,Z009,0.3102824517469838,0.20385760326894828,0.9037248001378806,0.1627578409172727
persistence,Z,1,4,Z011,0.31610185700726884,0.25209057670589263,0.9000796159965562,0.20118491671104335
persistence,Z,1,4,Z013,0.29401310823609184,0.19982686290546725,0.9135562921853522,0.15766683248324198
persistence,Z,1,4,Z019,0.2978987863572854,0.18999098448134963,0.9112563130868564,0.15048588529873963
persistence,Z,1,4,Z028,0.3246478475880547,0.2267942447267622,0.8946037750564432,0.176589529150074
persistence,Z,1,4,Z030,0.6315576290901201,0.6906180923171317,0.6011349611380663,0.5498958300963899
persistence,Z,1,4,Z034,0.4570489648438246,0.41090214360105565,0.7911062437351883,0.32470235591687413
persistence,Z,1,4,Z035,0.2557216671973179,0.29799541079251257,0.9346064289258241,0.238294198612891
persistence,Z,1,4,Z037,0.35572101716409266,0.3383483000941952,0.8734625579477433,0.2682894525513105
persistence,Z,1,4,Z067,0.3292822091359279,0.32258102520068094,0.891573226746563,0.257391914780994
persistence,Z,1,4,Z068,0.37830727847673745,0.3270065504563901,0.8568836030515242,0.25782431590178123
persistence,Z,1,4,Z072,0.4372031587645025,0.4121162236243063,0.8088533979663413,0.32611280719182295
persistence,Z,1,4,Z073,0.3934529904882041,0.20673040929580075,0.8451947442758891,0.16221219188389832
persistence,Z,1,4,Z075,0.3352923449853891,0.30253678817970164,0.8875790433941988,0.240167936802969
persistence,Z,1,4,Z077,0.35572875278373683,0.3784921249934794,0.873457054442927,0.29745079004249747
persistence,Z,1,4,Z080,0.4182007562577015,0.19507279790261686,0.8251081274654866,0.15542761239345093
persistence,Z,1,4,Z082,0.4494525092020198,0.4507752036874157,0.7979924419720082,0.35634485222019735
persistence,Z,1,4,Z083,0.3705598310545949,0.231669301584397,0.8626854116087901,0.18128931752244004
persistence,Z,1,5,Z005,0.36785120293479634,0.34476625061593585,0.8646854924994233,0.2694785556334754
persistence,Z,1,5,Z007,0.4232588392961318,0.406333658656367,0.8208519549576913,0.3229830466985058
persistence,Z,1,5,Z009,0.3102824517469838,0.20385760326894828,0.9037248001378806,0.1627578409172727
persistence,Z,1,5,Z011,0.31610185700726884,0.25209057670589263,0.9000796159965562,0.20118491671104335
persistence,Z,1,5,Z013,0.29401310823609184,0.19982686290546725,0.9135562921853522,0.15766683248324198
persistence,Z,1,5,Z019,0.2978987863572854,0.18999098448134963,0.9112563130868564,0.15048588529873963
persistence,Z,1,5,Z028,0.3246478475880547,0.2267942447267622,0.8946037750564432,0.176589529150074
persistence,Z,1,5,Z030,0.6315576290901201,0.6906180923171317,0.6011349611380663,0.5498958300963899
persistence,Z,1,5,Z034,0.4570489648438246,0.41090214360105565,0.7911062437351883,0.32470235591687413
persistence,Z,1,5,Z035,0.2557216671973179,0.29799541079251257,0.9346064289258241,0.238294198612891
persistence,Z,1,5,Z037,0.35572101716409266,0.3383483000941952,0.8734625579477433,0.2682894525513105
persistence,Z,1,5,Z067,0.3292822091359279,0.32258102520068094,0.891573226746563,0.257391914780994
persistence,Z,1,5,Z068,0.37830727847673745,0.3270065504563901,0.8568836030515242,0.25782431590178123
persistence,Z,1,5,Z072,0.4372031587645025,0.4121162236243063,0.8088533979663413,0.32611280719182295
persistence,Z,1,5,Z073,0.3934529904882041,0.20673040929580075,0.8451947442758891,0.16221219188389832
persistence,Z,1,5,Z075,0.3352923449853891,0.30253678817970164,0.8875790433941988,0.240167936802969
persistence,Z,1,5,Z077,0.35572875278373683,0.3784921249934794,0.873457054442927,0.29745079004249747
persistence,Z,1,5,Z080,0.4182007562577015,0.19507279790261686,0.8251081274654866,0.15542761239345093
persistence,Z,1,5,Z082,0.4494525092020198,0.4507752036874157,0.7979924419720082,0.35634485222019735
persistence,Z,1,5,Z083,0.3705598310545949,0.231669301584397,0.8626854116087901,0.18128931752244004
persistence,Z,1,6,Z005,0.36785120293479634,0.34476625061593585,0.8646854924994233,0.2694785556334754
persistence,Z,1,6,Z007,0.4232588392961318,0.406333658656367,0.8208519549576913,0.3229830466985058
persistence,Z,1,6,Z009,0.3102824517469838,0.20385760326894828,0.9037248001378806,0.1627578409172727
persistence,Z,1,6,Z011,0.31610185700726884,0.25209057670589263,0.9000796159965562,0.20118491671104335
persistence,Z,1,6,Z013,0.29401310823609184,0.19982686290546725,0.9135562921853522,0.15766683248324198
persistence,Z,1,6,Z019,0.2978987863572854,0.18999098448134963,0.9112563130868564,0.15048588529873963
persistence,Z,1,6,Z028,0.3246478475880547,0.2267942447267622,0.8946037750564432,0.176589529150074
persistence,Z,1,6,Z030,0.6315576290901201,0.6906180923171317,0.6011349611380663,0.5498958300963899
persistence,Z,1,6,Z034,0.4570489648438246,0.41090214360105565,0.7911062437351883,0.32470235591687413
persistence,Z,1,6,Z035,0.2557216671973179,0.29799541079251257,0.9346064289258241,0.238294198612891
persistence,Z,1,6,Z037,0.35572101716409266,0.3383483000941952,0.8734625579477433,0.2682894525513105
persistence,Z,1,6,Z067,0.3292822091359279,0.32258102520068094,0.891573226746563,0.257391914780994
persistence,Z,1,6,Z068,0.37830727847673745,0.3270065504563901,0.8568836030515242,0.25782431590178123
persistence,Z,1,6,Z072,0.4372031587645025,0.4121162236243063,0.8088533979663413,0.32611280719182295
persistence,Z,1,6,Z073,0.3934529904882041,0.20673040929580075,0.8451947442758891,0.16221219188389832
persistence,Z,1,6,Z075,0.3352923449853891,0.30253678817970164,0.8875790433941988,0.240167936802969
persistence,Z,1,6,Z077,0.35572875278373683,0.3784921249934794,0.873457054442927,0.29745079004249747
persistence,Z,1,6,Z080,0.4182007562577015,0.19507279790261686,0.8251081274654866,0.15542761239345093
persistence,Z,1,6,Z082,0.4494525092020198,0.4507752036874157,0.7979924419720082,0.35634485222019735
persistence,Z,1,6,Z083,0.3705598310545949,0.231669301584397,0.8626854116087901,0.18128931752244004
persistence,Z,1,7,Z005,0.36785120293479634,0.34476625061593585,0.8646854924994233,0.2694785556334754
persistence,Z,1,7,Z007,0.4232588392961318,0.406333658656367,0.8208519549576913,0.3229830466985058
persistence,Z,1,7,Z009,0.3102824517469838,0.20385760326894828,0.9037248001378806,0.1627578409172727
persistence,Z,1,7,Z011,0.31610185700726884,0.25209057670589263,0.9000796159965562,0.20118491671104335
persistence,Z,1,7,Z013,0.29401310823609184,0.19982686290546725,0.9135562921853522,0.15766683248324198
persistence,Z,1,7,Z019,0.2978987863572854,0.18999098448134963,0.9112563130868564,0.15048588529873963
persistence,Z,1,7,Z028,0.3246478475880547,0.2267942447267622,0.8946037750564432,0.176589529150074
persistence,Z,1,7,Z030,0.6315576290901201,0.6906180923171317,0.6011349611380663,0.5498958300963899
persistence,Z,1,7,Z034,0.4570489648438246,0.41090214360105565,0.7911062437351883,0.32470235591687413
persistence,Z,1,7,Z035,0.2557216671973179,0.29799541079251257,0.9346064289258241,0.238294198612891
persistence,Z,1,7,Z037,0.35572101716409266,0.3383483000941952,0.8734625579477433,0.2682894525513105
persistence,Z,1,7,Z067,0.3292822091359279,0.32258102520068094,0.891573226746563,0.257391914780994
persistence,Z,1,7,Z068,0.37830727847673745,0.3270065504563901,0.8568836030515242,0.25782431590178123
persistence,Z,1,7,Z072,0.4372031587645025,0.4121162236243063,0.8088533979663413,0.32611280719182295
persistence,Z,1,7,Z073,0.3934529904882041,0.20673040929580075,0.8451947442758891,0.16221219188389832
persistence,Z,1,7,Z075,0.3352923449853891,0.30253678817970164,0.8875790433941988,0.240167936802969
persistence,Z,1,7,Z077,0.35572875278373683,0.3784921249934794,0.873457054442927,0.29745079004249747
persistence,Z,1,7,Z080,0.4182007562577015,0.19507279790261686,0.8251081274654866,0.15542761239345093
persistence,Z,1,7,Z082,0.4494525092020198,0.4507752036874157,0.7979924419720082,0.35634485222019735
persistence,Z,1,7,Z083,0.3705598310545949,0.231669301584397,0.8626854116087901,0.18128931752244004
persistence,Z,1,8,Z005,0.36785120293479634,0.34476625061593585,0.8646854924994233,0.2694785556334754
persistence,Z,1,8,Z007,0.4232588392961318,0.406333658656367,0.8208519549576913,0.3229830466985058
persistence,Z,1,8,Z009,0.3102824517469838,0.20385760326894828,0.9037248001378806,0.1627578409172727
persistence,Z,1,8,Z011,0.31610185700726884,0.25209057670589263,0.9000796159965562,0.20118491671104335
persistence,Z,1,8,Z013,0.29401310823609184,0.19982686290546725,0.9135562921853522,0.15766683248324198
persistence,Z,1,8,Z019,0.2978987863572854,0.18999098448134963,0.9112563130868564,0.15048588529873963
persistence,Z,1,8,Z028,0.3246478475880547,0.2267942447267622,0.8946037750564432,0.176589529150074
persistence,Z,1,8,Z030,0.6315576290901201,0.6906180923171317,0.6011349611380663,0.5498958300963899
persistence,Z,1,8,Z034,0.4570489648438246,0.41090214360105565,0.7911062437351883,0.32470235591687413
persistence,Z,1,8,Z035,0.2557216671973179,0.29799541079251257,0.9346064289258241,0.238294198612891
persistence,Z,1,8,Z037,0.35572101716409266,0.3383483000941952,0.8734625579477433,0.2682894525513105
persistence,Z,1,8,Z067,0.3292822091359279,0.32258102520068094,0.891573226746563,0.257391914780994
persistence,Z,1,8,Z068,0.37830727847673745,0.3270065504563901,0.8568836030515242,0.25782431590178123
persistence,Z,1,8,Z072,0.4372031587645025,0.4121162236243063,0.8088533979663413,0.32611280719182295
persistence,Z,1,8,Z073,0.3934529904882041,0.20673040929580075,0.8451947442758891,0.16221219188389832
persistence,Z,1,8,Z075,0.3352923449853891,0.30253678817970164,0.8875790433941988,0.240167936802969
persistence,Z,1,8,Z077,0.35572875278373683,0.3784921249934794,0.873457054442927,0.29745079004249747
persistence,Z,1,8,Z080,0.4182007562577015,0.19507279790261686,0.8251081274654866,0.15542761239345093
persistence,Z,1,8,Z082,0.4494525092020198,0.4507752036874157,0.7979924419720082,0.35634485222019735
persistence,Z,1,8,Z083,0.3705598310545949,0.231669301584397,0.8626854116087901,0.18128931752244004
persistence,Z,1,9,Z005,0.36785120293479634,0.34476625061593585,0.8646854924994233,0.2694785556334754
persistence,Z,1,9,Z007,0.4232588392961318,0.406333658656367,0.8208519549576913,0.3229830466985058
persistence,Z,1,9,Z009,0.3102824517469838,0.20385760326894828,0.9037248001378806,0.1627578409172727
persistence,Z,1,9,Z011,0.31610185700726884,0.25209057670589263,0.9000796159965562,0.20118491671104335
persistence,Z,1,9,Z013,0.29401310823609184,0.19982686290546725,0.9135562921853522,0.15766683248324198
persistence,Z,1,9,Z019,0.2978987863572854,0.18999098448134963,0.9112563130868564,0.15048588529873963
persistence,Z,1,9,Z028,0.3246478475880547,0.2267942447267622,0.8946037750564432,0.176589529150074
persistence,Z,1,9,Z030,0.6315576290901201,0.6906180923171317,0.6011349611380663,0.5498958300963899
persistence,Z,1,9,Z034,0.4570489648438246,0.41090214360105565,0.7911062437351883,0.32470235591687413
persistence,Z,1,9,Z035,0.2557216671973179,0.29799541079251257,0.9346064289258241,0.238294198612891
persistence,Z,1,9,Z037,0.35572101716409266,0.3383483000941952,0.8734625579477433,0.2682894525513105
persistence,Z,1,9,Z067,0.3292822091359279,0.32258102520068094,0.891573226746563,0.257391914780994
persistence,Z,1,9,Z068,0.37830727847673745,0.3270065504563901,0.8568836030515242,0.25782431590178123
persistence,Z,1,9,Z072,0.4372031587645025,0.4121162236243063,0.8088533979663413,0.32611280719182295
persistence,Z,1,9,Z073,0.3934529904882041,0.20673040929580075,0.8451947442758891,0.16221219188389832
persistence,Z,1,9,Z075,0.3352923449853891,0.30253678817970164,0.8875790433941988,0.240167936802969
persistence,Z,1,9,Z077,0.35572875278373683,0.3784921249934794,0.873457054442927,0.29745079004249747
persistence,Z,1,9,Z080,0.4182007562577015,0.19507279790261686,0.8251081274654866,0.15542761239345093
persistence,Z,1,9,Z082,0.4494525092020198,0.4507752036874157,0.7979924419720082,0.35634485222019735
persistence,Z,1,9,Z083,0.3705598310545949,0.231669301584397,0.8626854116087901,0.18128931752244004
persistence,Z,1,10,Z005,0.36785120293479634,0.34476625061593585,0.8646854924994233,0.2694785556334754
persistence,Z,1,10,Z007,0.4232588392961318,0.406333658656367,0.8208519549576913,0.3229830466985058
persistence,Z,1,10,Z009,0.3102824517469838,0.20385760326894828,0.9037248001378806,0.1627578409172727
persistence,Z,1,10,Z011,0.31610185700726884,0.25209057670589263,0.9000796159965562,0.20118491671104335
persistence,Z,1,10,Z013,0.29401310823609184,0.19982686290546725,0.9135562921853522,0.15766683248324198
persistence,Z,1,10,Z019,0.2978987863572854,0.18999098448134963,0.9112563130868564,0.15048588529873963
persistence,Z,1,10,Z028,0.3246478475880547,0.2267942447267622,0.8946037750564432,0.176589529150074
persistence,Z,1,10,Z030,0.6315576290901201,0.6906180923171317,0.6011349611380663,0.5498958300963899
persistence,Z,1,10,Z034,0.4570489648438246,0.41090214360105565,0.7911062437351883,0.32470235591687413
persistence,Z,1,10,Z035,0.2557216671973179,0.29799541079251257,0.9346064289258241,0.238294198612891
persistence,Z,1,10,Z037,0.35572101716409266,0.3383483000941952,0.8734625579477433,0.2682894525513105
persistence,Z,1,10,Z067,0.3292822091359279,0.32258102520068094,0.891573226746563,0.257391914780994
persistence,Z,1,10,Z068,0.37830727847673745,0.3270065504563901,0.8568836030515242,0.25782431590178123
persistence,Z,1,10,Z072,0.4372031587645025,0.4121162236243063,0.8088533979663413,0.32611280719182295
persistence,Z,1,10,Z073,0.3934529904882041,0.20673040929580075,0.8451947442758891,0.16221219188389832
persistence,Z,1,10,Z075,0.3352923449853891,0.30253678817970164,0.8875790433941988,0.240167936802969
persistence,Z,1,10,Z077,0.35572875278373683,0.3784921249934794,0.873457054442927,0.29745079004249747
persistence,Z,1,10,Z080,0.4182007562577015,0.19507279790261686,0.8251081274654866,0.15542761239345093
persistence,Z,1,10,Z082,0.4494525092020198,0.4507752036874157,0.7979924419720082,0.35634485222019735
persistence,Z,1,10,Z083,0.3705598310545949,0.231669301584397,0.8626854116087901,0.18128931752244004
AR,Z,1,1,Z005,0.23907566941589425,0.2240721832643379,0.942842824293342,0.17717129606923535
AR,Z,1,1,Z007,0.20926279587732866,0.2008948415841686,0.9562090822616035,0.16017085241885137
AR,Z,1,1,Z009,0.22281305082799518,0.14638963390645243,0.9503543443807212,0.11573822513111813
AR,Z,1,1,Z011,0.20583455560734157,0.1641526320671462,0.9576321357179282,0.1300572246653228
AR,Z,1,1,Z013,0.18153519030598278,0.12338091931827169,0.9670449746805706,0.0980353429055884
AR,Z,1,1,Z019,0.18281632289965485,0.11659481259285194,0.9665781920814491,0.09121771852184242
AR,Z,1,1,Z028,0.19651239382690047,0.13728068819347933,0.9613828790724211,0.1084446430677531
AR,Z,1,1,Z030,0.6165065231136487,0.6741594737874038,0.6199197069583202,0.5312586176938037
